angle,energy,loo_spline,loo_linear,loo_spline_mha,loo_linear_mha
90.0,-201.24941303183124,nan,nan,nan,nan
95.0,-201.26301436851776,0.022116173367038527,0.014295183268671963,22.116173367038527,14.295183268671963
100.0,-201.24802533866693,-0.013213336360763606,-0.010276874323977836,-13.213336360763606,-10.276874323977836
105.0,-201.25359005746407,0.01052965512272408,0.0034218583970186955,10.52965512272408,3.4218583970186955
110.0,-201.2523110594672,-0.008847855040244212,-0.008919226837718952,-8.847855040244212,-8.919226837718952
115.0,-201.26887051514578,0.005020057284809809,0.002688064275389479,5.020057284809809,2.688064275389479
120.0,-201.2800538422736,-0.0011187209026957134,0.0021836309130378595,-1.1187209026957134,2.1836309130378595
125.0,-201.2868699075753,-0.00012469698117456574,0.0011768920102781522,-0.12469698117456574,1.1768920102781522
130.0,-201.29133218885644,0.0011662797280678205,0.0007098805029102095,1.1662797280678205,0.7098805029102095
135.0,-201.2943747091318,-0.002642561217299999,-0.0020272615637111358,-2.642561217299999,-2.0272615637111358
140.0,-201.3014717525346,0.0025609938277568745,0.0034208331986747,2.5609938277568745,3.4208331986747
145.0,-201.30172712954004,-0.0011004396023963636,0.0010927712968964443,-1.1004396023963636,1.0927712968964443
150.0,-201.29979696395168,0.000283358967010372,0.0006276037019006253,0.283358967010372,0.6276037019006253
155.0,-201.29661159095951,-9.62497155398978e-05,0.00023809403742802715,-0.0962497155398978,0.23809403742802715
160.0,-201.2929500298925,2.445038663267951e-05,-5.9088537682328024e-05,0.02445038663267951,-0.059088537682328024
165.0,-201.2894066459008,-7.170187302563136e-06,-0.00034956796517349176,-0.007170187302563136,-0.34956796517349176
170.0,-201.28656239783945,-5.342915741834986e-05,-0.0005845735156242426,-0.05342915741834986,-0.5845735156242426
175.0,-201.28488729680933,8.94284740979856e-05,-0.0006066548322110066,0.0894284740979856,-0.6066548322110066
180.0,-201.28442550544364,nan,nan,nan,nan
