bond,angle,spline
0.907537688442211,145.6281407035176,-200.3773568446423
0.907537688442211,146.08040201005025,-200.37789009880856
0.907537688442211,146.53266331658293,-200.37837906446708
0.907537688442211,146.98492462311557,-200.37882412930247
0.907537688442211,147.43718592964825,-200.37922568099964
0.907537688442211,147.8894472361809,-200.3795841072433
0.907537688442211,148.34170854271358,-200.37989979571825
0.907537688442211,148.79396984924622,-200.38017313410916
0.907537688442211,149.2462311557789,-200.38040451010102
0.907537688442211,149.69849246231155,-200.38059431137833
0.907537688442211,150.15075376884423,-200.38074293481648
0.907537688442211,150.6030150753769,-200.38085132871484
0.907537688442211,151.05527638190955,-200.38092129608054
0.907537688442211,151.5075376884422,-200.38095471344397
0.907537688442211,151.95979899497488,-200.38095345733538
0.907537688442211,152.41206030150755,-200.38091940428512
0.907537688442211,152.8643216080402,-200.38085443082355
0.907537688442211,153.31658291457288,-200.38076041348094
0.907537688442211,153.76884422110552,-200.38063922878777
0.907537688442211,154.2211055276382,-200.3804927532742
0.907537688442211,154.67336683417085,-200.38032286347064
0.907537688442211,155.12562814070353,-200.38013143590743
0.907537688442211,155.5778894472362,-200.37992034711488
0.907537688442211,156.03015075376885,-200.37969147362335
0.907537688442211,156.4824120603015,-200.3794466919631
0.907537688442211,156.93467336683418,-200.37918787866468
0.907537688442211,157.38693467336685,-200.37891691025814
0.907537688442211,157.8391959798995,-200.37863566327394
0.907537688442211,158.29145728643215,-200.3783460142424
0.907537688442211,158.74371859296483,-200.37804983969397
0.907537688442211,159.1959798994975,-200.3777490161589
0.907537688442211,159.64824120603015,-200.3774454201673
0.907537688442211,160.1005025125628,-200.37714092557022
0.907537688442211,160.55276381909547,-200.37683697111112
0.907537688442211,161.00502512562815,-200.37653408311496
0.907537688442211,161.4572864321608,-200.37623267301706
0.907537688442211,161.90954773869348,-200.37593315225274
0.907537688442211,162.36180904522615,-200.37563593225735
0.907537688442211,162.8140703517588,-200.37534142446606
0.907537688442211,163.26633165829145,-200.37505004031425
0.907537688442211,163.71859296482413,-200.37476219123732
0.907537688442211,164.1708542713568,-200.37447828867053
0.907537688442211,164.62311557788945,-200.37419874404912
0.907537688442211,165.0753768844221,-200.3739239688083
0.907537688442211,165.52763819095478,-200.3736543743835
