bond,angle,polynomial
0.9150753768844221,152.41206030150755,-200.4428435211682
0.9150753768844221,152.8643216080402,-200.44359147513296
0.9150753768844221,153.31658291457288,-200.44430640241106
0.9150753768844221,153.76884422110552,-200.44498846443187
0.9150753768844221,154.2211055276382,-200.44563782833796
0.9150753768844221,154.67336683417085,-200.44625466698514
0.9150753768844221,155.12562814070353,-200.4468391589424
0.9150753768844221,155.5778894472362,-200.44739148849192
0.9150753768844221,156.03015075376885,-200.44791184562908
0.9150753768844221,156.4824120603015,-200.44840042606256
0.9150753768844221,156.93467336683418,-200.4488574312143
0.9150753768844221,157.38693467336685,-200.44928306821927
0.9150753768844221,157.8391959798995,-200.44967754992578
0.9150753768844221,158.29145728643215,-200.45004109489537
0.9150753768844221,158.74371859296483,-200.45037392740267
0.9150753768844221,159.1959798994975,-200.45067627743566
0.9150753768844221,159.64824120603015,-200.45094838069556
0.9150753768844221,160.1005025125628,-200.45119047859663
0.9150753768844221,160.55276381909547,-200.45140281826656
0.9150753768844221,161.00502512562815,-200.45158565254593
0.9150753768844221,161.4572864321608,-200.45173923998905
0.9150753768844221,161.90954773869348,-200.4518638448629
0.9150753768844221,162.36180904522615,-200.451959737148
0.9150753768844221,162.8140703517588,-200.45202719253805
0.9150753768844221,163.26633165829145,-200.4520664924399
0.9150753768844221,163.71859296482413,-200.45207792397363
0.9150753768844221,164.1708542713568,-200.45206177997252
0.9150753768844221,164.62311557788945,-200.4520183589831
0.9150753768844221,165.0753768844221,-200.4519479652652
0.9150753768844221,165.52763819095478,-200.45185090879156
0.9150753768844221,165.97989949748745,-200.45172750524853
0.9150753768844221,166.4321608040201,-200.4515780760354
0.9150753768844221,166.88442211055275,-200.45140294826484
0.9150753768844221,167.33668341708542,-200.45120245476255
0.9150753768844221,167.7889447236181,-200.45097693406768
0.9150753768844221,168.24120603015075,-200.45072673043236
0.9150753768844221,168.69346733668343,-200.45045219382212
0.9150753768844221,169.1457286432161,-200.45015367991562
0.9150753768844221,169.59798994974875,-200.4498315501047
0.9150753768844221,170.0502512562814,-200.4494861714945
0.9150753768844221,170.50251256281408,-200.44911791690342
0.9150753768844221,170.95477386934675,-200.44872716486285
0.9150753768844221,171.4070351758794,-200.44831429961764
0.9150753768844221,171.85929648241205,-200.4478797111257
0.9150753768844221,172.31155778894473,-200.44742379505826
0.9150753768844221,172.7638190954774,-200.44694695279964
