distance,hf,vqe,exact,n_qubits,n_params,n_evaluations
0.8,-106.6808024566467,-106.71326143354956,-106.71455073460805,10,117,1000
1.0,-107.41953245168204,-107.51901982239234,-107.52046127259815,10,117,1000
1.2,-107.4877839280463,-107.64266696116569,-107.64502412290706,10,117,1000
1.4,-107.3578154452912,-107.58533118091918,-107.5911817494279,10,117,1000
1.5999999999999999,-107.18484646080225,-107.51079580375652,-107.51339505095326,10,117,1000
1.7999999999999998,-107.0173269072993,-107.45661493243334,-107.45950610917988,10,117,1000
1.9999999999999998,-106.87150404560842,-107.4072377003557,-107.43702368448277,10,117,1000
2.1999999999999997,-106.75183126618768,-107.42081782208689,-107.43261065331257,10,117,1000
2.3999999999999995,-106.65660804847596,-107.3972681703307,-107.43361523914096,10,117,1000
