bond,energy,loo_polynomial,loo_linear,loo_polynomial_mha,loo_linear_mha
0.85,-55.332929347212044,nan,nan,nan,nan
0.9249999999999999,-55.43138263046362,0.00956520113831516,0.029486272159864768,9.56520113831516,29.486272159864768
0.9999999999999999,-55.47086336939546,-0.0021256002529668194,0.019105594347898602,-2.1256002529668194,19.105594347898602
1.0749999999999997,-55.4721329196315,0.0007971000948217011,0.012452293603097075,0.7971000948217011,12.452293603097075
1.15,-55.448497882661336,-0.00045548576849085975,0.007469885802002807,-0.45548576849085975,7.469885802002807
1.2249999999999996,-55.409923074087175,0.0003795714737719891,0.004542178774926242,0.3795714737719891,4.542178774926242
1.2999999999999998,-55.362263907963154,-0.00045548576846954347,0.00192690589287281,-0.4554857684695435,1.92690589287281
1.3749999999999996,-55.31075093005339,0.0007971000948217011,0.0007789608564152672,0.7971000948217011,0.7789608564152672
1.4499999999999997,-55.257680030430784,-0.0021256002530378737,-0.001111493170064648,-2.1256002530378737,-1.111493170064648
1.5249999999999995,-55.20683211714831,0.009565201138258317,8.523875565913386e-05,9.565201138258317,0.08523875565913386
1.5999999999999996,-55.155813726354516,nan,nan,nan,nan
