degree,max_mha,rms_mha,mae_mha
1,4.9653596277963175,3.3599532497885587,3.1110709567242014
2,0.6014810178527341,0.3645494499072433,0.33185836094316656
3,0.15453732144976584,0.0972967983797051,0.08953398205895675
4,0.11716797810379376,0.06048782512774914,0.04307588023826676
5,0.15963565139998082,0.08355632563063611,0.06818989944434861
6,0.14886026409044462,0.07381277609203915,0.05933021718261346
7,0.2825524583656147,0.15901822764253137,0.11994063538419855
