r_nn,spline,linear
2.0045112781954884,-181.08970180726234,-181.08972187899153
2.007769423558897,-181.08964566380516,-181.08967886503666
2.0110275689223056,-181.08959064787274,-181.08963585108177
2.0142857142857142,-181.08953674282037,-181.0895928371269
2.017543859649123,-181.08948393200336,-181.089549823172
2.020802005012531,-181.08943219877685,-181.0895068092171
2.0240601503759397,-181.08938152649617,-181.08946379526225
2.0273182957393483,-181.08933189851655,-181.08942078130735
2.030576441102757,-181.08928329819324,-181.0893777673525
2.033834586466165,-181.08923570888143,-181.0893347533976
2.0370927318295737,-181.08918911393638,-181.08929173944273
2.0403508771929824,-181.08914349671343,-181.08924872548783
2.043609022556391,-181.08909884056774,-181.08920571153297
2.046867167919799,-181.0890551288546,-181.08916269757808
2.050125313283208,-181.08901234492922,-181.0891196836232
2.0533834586466164,-181.08897047214685,-181.08907666966832
2.056641604010025,-181.08892949386276,-181.08903365571345
2.0598997493734332,-181.0888893934322,-181.08899064175856
2.063157894736842,-181.08885015421043,-181.0889476278037
2.0664160401002505,-181.0888117595526,-181.0889046138488
2.069674185463659,-181.08877419281413,-181.0888615998939
2.0729323308270673,-181.0887374373501,-181.08881858593904
2.076190476190476,-181.08870147651584,-181.08877557198414
2.0794486215538845,-181.08866629366656,-181.08873255802928
2.082706766917293,-181.08863187215752,-181.08868954407438
2.085964912280702,-181.08859819534402,-181.08864653011952
2.08922305764411,-181.08856524658125,-181.08860351616462
2.0924812030075186,-181.08853300922445,-181.08856050220976
2.0957393483709272,-181.08850146662888,-181.08851748825487
2.098997493734336,-181.0884706021498,-181.0884744743
2.102255639097744,-181.08844039914248,-181.08844540681736
2.1055137844611527,-181.08841084096213,-181.08842253776683
2.1087719298245613,-181.08838191096396,-181.0883996687163
2.11203007518797,-181.0883535925033,-181.08837679966578
2.115288220551378,-181.08832586893533,-181.08835393061523
2.1185463659147867,-181.08829872361534,-181.0883310615647
2.1218045112781954,-181.08827213989858,-181.08830819251418
2.125062656641604,-181.08824610114024,-181.08828532346365
2.128320802005012,-181.08822059069564,-181.08826245441313
2.131578947368421,-181.08819559191997,-181.0882395853626
2.1348370927318294,-181.0881710881685,-181.08821671631208
2.138095238095238,-181.0881470627965,-181.08819384726155
2.1413533834586462,-181.08812349915917,-181.08817097821102
2.144611528822055,-181.0881003806118,-181.0881481091605
2.1478696741854635,-181.08807769050958,-181.08812524010997
2.151127819548872,-181.08805541220784,-181.08810237105942
2.1543859649122807,-181.08803352906176,-181.0880795020089
2.157644110275689,-181.0880120244266,-181.08805663295837
2.1609022556390975,-181.08799088165762,-181.08803376390784
2.164160401002506,-181.08797008411005,-181.08801089485732
2.167418546365915,-181.0879496151392,-181.0879880258068
2.170676691729323,-181.0879294581002,-181.08796515675627
2.1739348370927316,-181.08790959634842,-181.08794228770574
2.1771929824561402,-181.08789001323902,-181.08791941865522
2.180451127819549,-181.0878706921273,-181.0878965496047
2.183709273182957,-181.08785161636845,-181.08787368055414
2.1869674185463657,-181.08783276931777,-181.0878508115036
2.1902255639097743,-181.0878141343305,-181.0878279424531
2.193483709273183,-181.08779569476187,-181.08780507340256
2.196741854636591,-181.08777743396712,-181.08778220435204
2.1999999999999997,-181.0877593353015,-181.0877593353015
