r_nn,r_no,spline
1.2731155778894472,1.560552763819095,-181.15808337179837
1.2731155778894472,1.5643216080402005,-181.15702722370966
1.2731155778894472,1.568090452261306,-181.1559919943932
1.2731155778894472,1.5718592964824116,-181.15497790520965
1.2731155778894472,1.5756281407035173,-181.1539851775195
1.2731155778894472,1.5793969849246228,-181.15301403268344
1.2731155778894472,1.5831658291457282,-181.1520646920619
1.2731155778894472,1.5869346733668337,-181.15113737701563
1.2731155778894472,1.5907035175879392,-181.15023230890506
1.2731155778894472,1.5944723618090448,-181.14934970909087
1.2731155778894472,1.5982412060301503,-181.14848979893355
1.2731155778894472,1.602010050251256,-181.14765279979372
1.2731155778894472,1.6057788944723614,-181.1468389330319
1.2731155778894472,1.609547738693467,-181.14604842000878
1.2731155778894472,1.6133165829145724,-181.14528148208487
1.2731155778894472,1.6170854271356778,-181.14453834062076
1.2731155778894472,1.6208542713567835,-181.14381921697694
1.2731155778894472,1.624623115577889,-181.1431243325141
1.2731155778894472,1.6283919597989946,-181.1424539085929
1.2731155778894472,1.6321608040201,-181.14180816657367
1.2731155778894472,1.6359296482412056,-181.14118732781714
1.2731155778894472,1.639698492462311,-181.14059161368385
1.2731155778894472,1.6434673366834165,-181.14002124553448
1.2731155778894472,1.6472361809045222,-181.1394764447294
1.2731155778894472,1.6510050251256276,-181.1389574326294
1.2731155778894472,1.6547738693467333,-181.13846443059492
1.2731155778894472,1.6585427135678388,-181.13799765998658
1.2731155778894472,1.6623115577889442,-181.137557342165
1.2731155778894472,1.6660804020100497,-181.1371436984906
1.2731155778894472,1.6698492462311552,-181.13675695032413
1.2731155778894472,1.6736180904522608,-181.13639731902617
1.2731155778894472,1.6773869346733663,-181.13606502595712
1.2731155778894472,1.681155778894472,-181.13576029247776
1.2731155778894472,1.6849246231155774,-181.1354833399486
1.2731155778894472,1.688693467336683,-181.13523438973007
1.2731155778894472,1.6924623115577884,-181.13501366318292
1.2731155778894472,1.6962311557788938,-181.13482138166773
1.2731155778894472,1.6999999999999995,-181.134657766545
1.2798994974874374,0.95,-181.0221337216626
1.2798994974874374,0.9537688442211055,-181.03199048766888
1.2798994974874374,0.957537688442211,-181.04162034249399
1.2798994974874374,0.9613065326633166,-181.0510255672727
1.2798994974874374,0.965075376884422,-181.06020844313957
1.2798994974874374,0.9688442211055276,-181.06917125122953
1.2798994974874374,0.9726130653266332,-181.07791627267721
1.2798994974874374,0.9763819095477386,-181.08644578861737
1.2798994974874374,0.9801507537688442,-181.09476208018475
1.2798994974874374,0.9839195979899497,-181.1028674285141
1.2798994974874374,0.9876884422110552,-181.1107641147401
1.2798994974874374,0.9914572864321607,-181.11845441999762
1.2798994974874374,0.9952261306532663,-181.12594062542118
1.2798994974874374,0.9989949748743718,-181.13322501214574
1.2798994974874374,1.0027638190954773,-181.14030986130604
1.2798994974874374,1.0065326633165828,-181.1471974540365
1.2798994974874374,1.0103015075376884,-181.15389007147226
1.2798994974874374,1.014070351758794,-181.16038999474782
1.2798994974874374,1.0178391959798994,-181.166699504998
1.2798994974874374,1.0216080402010048,-181.1728208833575
1.2798994974874374,1.0253768844221105,-181.17875641096109
1.2798994974874374,1.029145728643216,-181.18450836894348
1.2798994974874374,1.0329145728643214,-181.1900790384394
1.2798994974874374,1.036683417085427,-181.19547070058366
1.2798994974874374,1.0404522613065326,-181.20068563651097
1.2798994974874374,1.044221105527638,-181.20572612735597
1.2798994974874374,1.0479899497487437,-181.21059445425354
1.2798994974874374,1.0517587939698492,-181.21529289833833
1.2798994974874374,1.0555276381909546,-181.21982374074503
1.2798994974874374,1.05929648241206,-181.2241892626085
1.2798994974874374,1.0630653266331658,-181.22839174506336
1.2798994974874374,1.0668341708542712,-181.23243346924448
1.2798994974874374,1.0706030150753767,-181.23631671628652
1.2798994974874374,1.0743718592964824,-181.24004376732418
1.2798994974874374,1.0781407035175878,-181.24361690349227
1.2798994974874374,1.0819095477386933,-181.2470384059255
1.2798994974874374,1.085678391959799,-181.25031055575866
1.2798994974874374,1.0894472361809044,-181.2534356341264
1.2798994974874374,1.09321608040201,-181.25641592216346
1.2798994974874374,1.0969849246231154,-181.25925370100464
1.2798994974874374,1.100753768844221,-181.26195125178467
1.2798994974874374,1.1045226130653265,-181.2645108556382
1.2798994974874374,1.108291457286432,-181.26693479370007
1.2798994974874374,1.1120603015075377,-181.26922534710505
1.2798994974874374,1.1158291457286431,-181.2713847969878
1.2798994974874374,1.1195979899497486,-181.273415424483
1.2798994974874374,1.123366834170854,-181.27531951072538
1.2798994974874374,1.1271356783919597,-181.27709933684991
1.2798994974874374,1.1309045226130652,-181.27875718399113
1.2798994974874374,1.1346733668341706,-181.28029533328385
1.2798994974874374,1.1384422110552763,-181.2817160658627
1.2798994974874374,1.1422110552763818,-181.28302166286252
1.2798994974874374,1.1459798994974872,-181.28421440541797
1.2798994974874374,1.1497487437185927,-181.285296574664
1.2798994974874374,1.1535175879396984,-181.28627045173505
1.2798994974874374,1.1572864321608038,-181.28713831776608
1.2798994974874374,1.1610552763819093,-181.28790245389172
1.2798994974874374,1.164824120603015,-181.28856514124672
1.2798994974874374,1.1685929648241205,-181.2891286609658
1.2798994974874374,1.172361809045226,-181.28959529418375
1.2798994974874374,1.1761306532663314,-181.2899673220353
1.2798994974874374,1.179899497487437,-181.29024702565513
1.2798994974874374,1.1836683417085425,-181.29043668617808
1.2798994974874374,1.187437185929648,-181.29053858473878
1.2798994974874374,1.1912060301507537,-181.2905550024721
1.2798994974874374,1.1949748743718591,-181.2904882205126
1.2798994974874374,1.1987437185929646,-181.29034051999514
1.2798994974874374,1.20251256281407,-181.29011418205448
1.2798994974874374,1.2062814070351757,-181.28981148782526
1.2798994974874374,1.2100502512562812,-181.28943471844224
1.2798994974874374,1.2138190954773866,-181.2889861550402
1.2798994974874374,1.2175879396984923,-181.28846807875382
1.2798994974874374,1.2213567839195978,-181.28788277071794
1.2798994974874374,1.2251256281407032,-181.28723251206725
1.2798994974874374,1.2288944723618087,-181.28651958393644
1.2798994974874374,1.2326633165829144,-181.28574626746024
1.2798994974874374,1.2364321608040199,-181.28491484377352
1.2798994974874374,1.2402010050251255,-181.2840275940109
1.2798994974874374,1.243969849246231,-181.28308679930706
1.2798994974874374,1.2477386934673365,-181.28209474079694
1.2798994974874374,1.251507537688442,-181.28105369097213
1.2798994974874374,1.2552763819095474,-181.2799655863284
1.2798994974874374,1.259045226130653,-181.2788319268905
1.2798994974874374,1.2628140703517585,-181.27765418351336
1.2798994974874374,1.2665829145728642,-181.27643382705176
1.2798994974874374,1.2703517587939697,-181.2751723283605
1.2798994974874374,1.2741206030150751,-181.27387115829447
1.2798994974874374,1.2778894472361806,-181.27253178770832
1.2798994974874374,1.281658291457286,-181.27115568745708
1.2798994974874374,1.2854271356783917,-181.26974432839532
1.2798994974874374,1.2891959798994972,-181.26829918137804
1.2798994974874374,1.2929648241206029,-181.26682171726
1.2798994974874374,1.2967336683417083,-181.26531340689598
1.2798994974874374,1.3005025125628138,-181.26377572114075
1.2798994974874374,1.3042713567839193,-181.2622101308492
1.2798994974874374,1.308040201005025,-181.26061810687622
1.2798994974874374,1.3118090452261304,-181.25900112007642
1.2798994974874374,1.3155778894472359,-181.25736064130473
1.2798994974874374,1.3193467336683415,-181.25569814141593
1.2798994974874374,1.323115577889447,-181.25401509126488
1.2798994974874374,1.3268844221105525,-181.25231296170637
1.2798994974874374,1.330653266331658,-181.25059322359513
1.2798994974874374,1.3344221105527636,-181.2488573477861
1.2798994974874374,1.338190954773869,-181.24710680513402
1.2798994974874374,1.3419597989949745,-181.2453430664937
1.2798994974874374,1.3457286432160802,-181.24356760271996
1.2798994974874374,1.3494974874371857,-181.2417818846676
1.2798994974874374,1.3532663316582911,-181.23998738319153
1.2798994974874374,1.3570351758793966,-181.23818556914642
1.2798994974874374,1.3608040201005023,-181.23637791338712
1.2798994974874374,1.3645728643216077,-181.23456588676842
1.2798994974874374,1.3683417085427132,-181.23275096014532
1.2798994974874374,1.3721105527638189,-181.23093460437244
1.2798994974874374,1.3758793969849243,-181.22911829030454
1.2798994974874374,1.3796482412060298,-181.22730348879668
1.2798994974874374,1.3834170854271353,-181.2254916707034
1.2798994974874374,1.387185929648241,-181.2236843068797
1.2798994974874374,1.3909547738693464,-181.2218828681803
1.2798994974874374,1.3947236180904519,-181.22008882546004
1.2798994974874374,1.3984924623115575,-181.2183036495737
1.2798994974874374,1.402261306532663,-181.21652876698812
1.2798994974874374,1.4060301507537685,-181.214764939993
1.2798994974874374,1.409798994974874,-181.2130124195934
1.2798994974874374,1.4135678391959796,-181.2112714436425
1.2798994974874374,1.417336683417085,-181.20954224999318
1.2798994974874374,1.4211055276381908,-181.20782507649858
1.2798994974874374,1.4248743718592962,-181.20612016101177
1.2798994974874374,1.4286432160804017,-181.20442774138567
1.2798994974874374,1.4324120603015071,-181.20274805547348
1.2798994974874374,1.4361809045226126,-181.20108134112817
1.2798994974874374,1.4399497487437183,-181.19942783620286
1.2798994974874374,1.4437185929648237,-181.19778777855046
1.2798994974874374,1.4474874371859294,-181.19616140602423
1.2798994974874374,1.4512562814070349,-181.19454895647698
1.2798994974874374,1.4550251256281403,-181.19295066776186
1.2798994974874374,1.4587939698492458,-181.19136677773196
1.2798994974874374,1.4625628140703513,-181.18979752424028
1.2798994974874374,1.466331658291457,-181.18824314513986
1.2798994974874374,1.4701005025125624,-181.18670387828377
1.2798994974874374,1.473869346733668,-181.1851799615251
1.2798994974874374,1.4776381909547736,-181.18367163271688
1.2798994974874374,1.481407035175879,-181.18217912971204
1.2798994974874374,1.4851758793969845,-181.1807026903638
1.2798994974874374,1.48894472361809,-181.17924255252512
1.2798994974874374,1.4927135678391956,-181.17779895404897
1.2798994974874374,1.496482412060301,-181.1763721327886
1.2798994974874374,1.5002512562814068,-181.1749623265968
1.2798994974874374,1.5040201005025122,-181.1735697733269
1.2798994974874374,1.5077889447236177,-181.17219471083177
1.2798994974874374,1.5115577889447231,-181.17083737696444
1.2798994974874374,1.5153266331658286,-181.1694980095781
1.2798994974874374,1.5190954773869343,-181.16817684652568
1.2798994974874374,1.5228643216080398,-181.16687412566026
1.2798994974874374,1.5266331658291454,-181.16559008483486
1.2798994974874374,1.530402010050251,-181.16432496190257
1.2798994974874374,1.5341708542713564,-181.16307899471647
1.2798994974874374,1.5379396984924618,-181.1618524211295
1.2798994974874374,1.5417085427135673,-181.16064547899478
1.2798994974874374,1.545477386934673,-181.1594584061654
1.2798994974874374,1.5492462311557786,-181.15829144049428
1.2798994974874374,1.553015075376884,-181.15714481983457
1.2798994974874374,1.5567839195979896,-181.15601878203938
1.2798994974874374,1.560552763819095,-181.15491356496156
1.2798994974874374,1.5643216080402005,-181.15382940645432
1.2798994974874374,1.568090452261306,-181.15276654437056
1.2798994974874374,1.5718592964824116,-181.15172521656356
1.2798994974874374,1.5756281407035173,-181.1507056608862
1.2798994974874374,1.5793969849246228,-181.14970811519152
1.2798994974874374,1.5831658291457282,-181.14873281733261
1.2798994974874374,1.5869346733668337,-181.14778000516256
1.2798994974874374,1.5907035175879392,-181.14684991653434
1.2798994974874374,1.5944723618090448,-181.14594278930102
1.2798994974874374,1.5982412060301503,-181.14505886131576
1.2798994974874374,1.602010050251256,-181.14419837043135
1.2798994974874374,1.6057788944723614,-181.1433615545011
1.2798994974874374,1.609547738693467,-181.14254865137792
1.2798994974874374,1.6133165829145724,-181.1417598989149
1.2798994974874374,1.6170854271356778,-181.14099553496507
1.2798994974874374,1.6208542713567835,-181.1402557973815
1.2798994974874374,1.624623115577889,-181.13954092401727
1.2798994974874374,1.6283919597989946,-181.13885115272527
1.2798994974874374,1.6321608040201,-181.13818672135875
1.2798994974874374,1.6359296482412056,-181.13754786777068
1.2798994974874374,1.639698492462311,-181.13693482981407
1.2798994974874374,1.6434673366834165,-181.13634784534196
1.2798994974874374,1.6472361809045222,-181.1357871522075
1.2798994974874374,1.6510050251256276,-181.13525298826363
1.2798994974874374,1.6547738693467333,-181.13474559136344
1.2798994974874374,1.6585427135678388,-181.13426519936004
1.2798994974874374,1.6623115577889442,-181.13381205010637
1.2798994974874374,1.6660804020100497,-181.13338638145547
1.2798994974874374,1.6698492462311552,-181.13298843126051
1.2798994974874374,1.6736180904522608,-181.13261843737445
1.2798994974874374,1.6773869346733663,-181.13227663765034
1.2798994974874374,1.681155778894472,-181.13196326994125
1.2798994974874374,1.6849246231155774,-181.13167857210033
1.2798994974874374,1.688693467336683,-181.1314227819804
1.2798994974874374,1.6924623115577884,-181.13119613743464
1.2798994974874374,1.6962311557788938,-181.13099887631614
1.2798994974874374,1.6999999999999995,-181.13083123647786
1.286683417085427,0.95,-181.02021690317216
1.286683417085427,0.9537688442211055,-181.03007473587706
1.286683417085427,0.957537688442211,-181.03970636804175
1.286683417085427,0.9613065326633166,-181.0491140609812
1.286683417085427,0.965075376884422,-181.0583000760107
1.286683417085427,0.9688442211055276,-181.06726667444528
1.286683417085427,0.9726130653266332,-181.07601611760035
1.286683417085427,0.9763819095477386,-181.08455066679102
1.286683417085427,0.9801507537688442,-181.09287258333234
1.286683417085427,0.9839195979899497,-181.10098412853972
1.286683417085427,0.9876884422110552,-181.10888756372827
1.286683417085427,0.9914572864321607,-181.11658515021313
1.286683417085427,0.9952261306532663,-181.12407914930958
1.286683417085427,0.9989949748743718,-181.13137182233268
1.286683417085427,1.0027638190954773,-181.13846543059776
1.286683417085427,1.0065326633165828,-181.1453622354199
1.286683417085427,1.0103015075376884,-181.15206449811436
1.286683417085427,1.014070351758794,-181.1585744799963
1.286683417085427,1.0178391959798994,-181.16489444238093
1.286683417085427,1.0216080402010048,-181.17102664658347
1.286683417085427,1.0253768844221105,-181.17697335391904
1.286683417085427,1.029145728643216,-181.18273682570285
1.286683417085427,1.0329145728643214,-181.1883193232501
1.286683417085427,1.036683417085427,-181.19372310787602
1.286683417085427,1.0404522613065326,-181.19895044089577
1.286683417085427,1.044221105527638,-181.20400358362448
1.286683417085427,1.0479899497487437,-181.20888479737738
1.286683417085427,1.0517587939698492,-181.21359634346976
1.286683417085427,1.0555276381909546,-181.21814048321667
1.286683417085427,1.05929648241206,-181.2225194779334
1.286683417085427,1.0630653266331658,-181.22673558893501
1.286683417085427,1.0668341708542712,-181.23079107753685
1.286683417085427,1.0706030150753767,-181.23468820505406
1.286683417085427,1.0743718592964824,-181.23842923280174
1.286683417085427,1.0781407035175878,-181.24201642209525
1.286683417085427,1.0819095477386933,-181.24545203424958
1.286683417085427,1.085678391959799,-181.2487383305801
1.286683417085427,1.0894472361809044,-181.25187757240184
1.286683417085427,1.09321608040201,-181.25487202103008
1.286683417085427,1.0969849246231154,-181.25772393778007
1.286683417085427,1.100753768844221,-181.2604355839669
1.286683417085427,1.1045226130653265,-181.26300922090584
1.286683417085427,1.108291457286432,-181.26544710991192
1.286683417085427,1.1120603015075377,-181.26775151230052
1.286683417085427,1.1158291457286431,-181.26992468938678
1.286683417085427,1.1195979899497486,-181.27196890248584
1.286683417085427,1.123366834170854,-181.273886412913
1.286683417085427,1.1271356783919597,-181.27567948198322
1.286683417085427,1.1309045226130652,-181.2773503710119
1.286683417085427,1.1346733668341706,-181.2789013413142
1.286683417085427,1.1384422110552763,-181.28033465420526
1.286683417085427,1.1422110552763818,-181.28165257100028
1.286683417085427,1.1459798994974872,-181.28285735301446
1.286683417085427,1.1497487437185927,-181.28395126156303
1.286683417085427,1.1535175879396984,-181.28493655796112
1.286683417085427,1.1572864321608038,-181.28581550352396
1.286683417085427,1.1610552763819093,-181.28659035956665
1.286683417085427,1.164824120603015,-181.28726338740458
1.286683417085427,1.1685929648241205,-181.2878368483527
1.286683417085427,1.172361809045226,-181.28831300372636
1.286683417085427,1.1761306532663314,-181.2886941148407
1.286683417085427,1.179899497487437,-181.28898244301095
1.286683417085427,1.1836683417085425,-181.2891802495523
1.286683417085427,1.187437185929648,-181.28928979577975
1.286683417085427,1.1912060301507537,-181.2893133430088
1.286683417085427,1.1949748743718591,-181.28925315255444
1.286683417085427,1.1987437185929646,-181.28911148573192
1.286683417085427,1.20251256281407,-181.2888906038564
1.286683417085427,1.2062814070351757,-181.28859276824312
1.286683417085427,1.2100502512562812,-181.2882202402072
1.286683417085427,1.2138190954773866,-181.28777528106392
1.286683417085427,1.2175879396984923,-181.2872601521284
1.286683417085427,1.2213567839195978,-181.28667711471587
1.286683417085427,1.2251256281407032,-181.28602843014147
1.286683417085427,1.2288944723618087,-181.28531635972044
1.286683417085427,1.2326633165829144,-181.284543164768
1.286683417085427,1.2364321608040199,-181.2837111065992
1.286683417085427,1.2402010050251255,-181.28282244652945
1.286683417085427,1.243969849246231,-181.28187944587373
1.286683417085427,1.2477386934673365,-181.28088436594734
1.286683417085427,1.251507537688442,-181.27983945975927
1.286683417085427,1.2552763819095474,-181.27874665741527
1.286683417085427,1.259045226130653,-181.27760746955818
1.286683417085427,1.2628140703517585,-181.27642337879763
1.286683417085427,1.2665829145728642,-181.2751958677431
1.286683417085427,1.2703517587939697,-181.27392641900423
1.286683417085427,1.2741206030150751,-181.2726165151904
1.286683417085427,1.2778894472361806,-181.27126763891138
1.286683417085427,1.281658291457286,-181.26988127277656
1.286683417085427,1.2854271356783917,-181.2684588993955
1.286683417085427,1.2891959798994972,-181.26700200137776
1.286683417085427,1.2929648241206029,-181.265512061333
1.286683417085427,1.2967336683417083,-181.26399056187054
1.286683417085427,1.3005025125628138,-181.2624389856
1.286683417085427,1.3042713567839193,-181.260858815131
1.286683417085427,1.308040201005025,-181.2592515330731
1.286683417085427,1.3118090452261304,-181.25761862203578
1.286683417085427,1.3155778894472359,-181.25596156462854
1.286683417085427,1.3193467336683415,-181.25428184346092
1.286683417085427,1.323115577889447,-181.2525809411426
1.286683417085427,1.3268844221105525,-181.25086034028297
1.286683417085427,1.330653266331658,-181.24912152349168
1.286683417085427,1.3344221105527636,-181.24736597337827
1.286683417085427,1.338190954773869,-181.24559517255224
1.286683417085427,1.3419597989949745,-181.2438106036231
1.286683417085427,1.3457286432160802,-181.24201374920037
1.286683417085427,1.3494974874371857,-181.24020609189378
1.286683417085427,1.3532663316582911,-181.23838911431275
1.286683417085427,1.3570351758793966,-181.23656429906677
1.286683417085427,1.3608040201005023,-181.23473312876544
1.286683417085427,1.3645728643216077,-181.2328970860183
1.286683417085427,1.3683417085427132,-181.23105765343493
1.286683417085427,1.3721105527638189,-181.22921631362482
1.286683417085427,1.3758793969849243,-181.22737454919763
1.286683417085427,1.3796482412060298,-181.2255338427627
1.286683417085427,1.3834170854271353,-181.22369567692965
1.286683417085427,1.387185929648241,-181.22186153430812
1.286683417085427,1.3909547738693464,-181.22003289750762
1.286683417085427,1.3947236180904519,-181.21821124913757
1.286683417085427,1.3984924623115575,-181.21639807180767
1.286683417085427,1.402261306532663,-181.21459480393742
1.286683417085427,1.4060301507537685,-181.21280222273398
1.286683417085427,1.409798994974874,-181.2110205964015
1.286683417085427,1.4135678391959796,-181.20925018005124
1.286683417085427,1.417336683417085,-181.20749122879405
1.286683417085427,1.4211055276381908,-181.20574399774097
1.286683417085427,1.4248743718592962,-181.20400874200303
1.286683417085427,1.4286432160804017,-181.2022857166913
1.286683417085427,1.4324120603015071,-181.20057517691677
1.286683417085427,1.4361809045226126,-181.19887737779047
1.286683417085427,1.4399497487437183,-181.19719257442338
1.286683417085427,1.4437185929648237,-181.19552102192657
1.286683417085427,1.4474874371859294,-181.193862975411
1.286683417085427,1.4512562814070349,-181.19221868998773
1.286683417085427,1.4550251256281403,-181.19058842076777
1.286683417085427,1.4587939698492458,-181.1889724228622
1.286683417085427,1.4625628140703513,-181.18737095138192
1.286683417085427,1.466331658291457,-181.18578426143802
1.286683417085427,1.4701005025125624,-181.1842126081415
1.286683417085427,1.473869346733668,-181.1826562466034
1.286683417085427,1.4776381909547736,-181.18111543193484
1.286683417085427,1.481407035175879,-181.1795904192466
1.286683417085427,1.4851758793969845,-181.17808146365
1.286683417085427,1.48894472361809,-181.17658882025574
1.286683417085427,1.4927135678391956,-181.17511274417495
1.286683417085427,1.496482412060301,-181.1736534905188
1.286683417085427,1.5002512562814068,-181.17221131439814
1.286683417085427,1.5040201005025122,-181.17078647092407
1.286683417085427,1.5077889447236177,-181.16937921520764
1.286683417085427,1.5115577889447231,-181.16798980235978
1.286683417085427,1.5153266331658286,-181.16661848749163
1.286683417085427,1.5190954773869343,-181.16526552571398
1.286683417085427,1.5228643216080398,-181.1639311721381
1.286683417085427,1.5266331658291454,-181.16261568187485
1.286683417085427,1.530402010050251,-181.16131931003537
1.286683417085427,1.5341708542713564,-181.1600423117306
1.286683417085427,1.5379396984924618,-181.15878494207155
1.286683417085427,1.5417085427135673,-181.15754745616928
1.286683417085427,1.545477386934673,-181.1563301091348
1.286683417085427,1.5492462311557786,-181.15513315607916
1.286683417085427,1.553015075376884,-181.15395685211334
1.286683417085427,1.5567839195979896,-181.1528014523483
1.286683417085427,1.560552763819095,-181.1516672118952
1.286683417085427,1.5643216080402005,-181.15055438586504
1.286683417085427,1.568090452261306,-181.14946322936865
1.286683417085427,1.5718592964824116,-181.14839399751725
1.286683417085427,1.5756281407035173,-181.1473469454218
1.286683417085427,1.5793969849246228,-181.1463223281933
1.286683417085427,1.5831658291457282,-181.14532040094278
1.286683417085427,1.5869346733668337,-181.14434141878127
1.286683417085427,1.5907035175879392,-181.1433856368198
1.286683417085427,1.5944723618090448,-181.1424533101694
1.286683417085427,1.5982412060301503,-181.14154469394109
1.286683417085427,1.602010050251256,-181.14066004324576
1.286683417085427,1.6057788944723614,-181.13979961319458
1.286683417085427,1.609547738693467,-181.13896365889855
1.286683417085427,1.6133165829145724,-181.13815243546864
1.286683417085427,1.6170854271356778,-181.13736619801583
1.286683417085427,1.6208542713567835,-181.1366052016513
1.286683417085427,1.624623115577889,-181.13586970148592
1.286683417085427,1.6283919597989946,-181.13515995263077
1.286683417085427,1.6321608040201,-181.13447621019685
1.286683417085427,1.6359296482412056,-181.13381872929523
1.286683417085427,1.639698492462311,-181.1331877650369
1.286683417085427,1.6434673366834165,-181.13258357253284
1.286683417085427,1.6472361809045222,-181.13200640689413
1.286683417085427,1.6510050251256276,-181.13145652323172
1.286683417085427,1.6547738693467333,-181.1309341766567
1.286683417085427,1.6585427135678388,-181.13043962228005
1.286683417085427,1.6623115577889442,-181.12997311521278
1.286683417085427,1.6660804020100497,-181.12953491056598
1.286683417085427,1.6698492462311552,-181.1291252634506
1.286683417085427,1.6736180904522608,-181.12874442897765
1.286683417085427,1.6773869346733663,-181.12839266225816
1.286683417085427,1.681155778894472,-181.12807021840322
1.286683417085427,1.6849246231155774,-181.12777735252382
1.286683417085427,1.688693467336683,-181.12751431973086
1.286683417085427,1.6924623115577884,-181.12728137513554
1.286683417085427,1.6962311557788938,-181.1270787738488
1.286683417085427,1.6999999999999995,-181.12690677098163
1.293467336683417,0.95,-181.0181900444642
1.293467336683417,0.9537688442211055,-181.02804857018907
1.293467336683417,0.957537688442211,-181.037681624982
1.293467336683417,0.9613065326633166,-181.047091450251
1.293467336683417,0.965075376884422,-181.05628028740426
1.293467336683417,0.9688442211055276,-181.0652503778497
1.293467336683417,0.9726130653266332,-181.0740039629954
1.293467336683417,0.9763819095477386,-181.08254328424945
1.293467336683417,0.9801507537688442,-181.09087058301986
1.293467336683417,0.9839195979899497,-181.0989881007148
1.293467336683417,0.9876884422110552,-181.1068980787422
1.293467336683417,0.9914572864321607,-181.1146027585101
1.293467336683417,0.9952261306532663,-181.12210438142677
1.293467336683417,0.9989949748743718,-181.12940518890005
1.293467336683417,1.0027638190954773,-181.13650742233816
1.293467336683417,1.0065326633165828,-181.14341332314896
1.293467336683417,1.0103015075376884,-181.15012513274075
1.293467336683417,1.014070351758794,-181.15664509252142
1.293467336683417,1.0178391959798994,-181.16297544389906
1.293467336683417,1.0216080402010048,-181.1691184282818
1.293467336683417,1.0253768844221105,-181.17507628707767
1.293467336683417,1.029145728643216,-181.1808512616946
1.293467336683417,1.0329145728643214,-181.1864455935408
1.293467336683417,1.036683417085427,-181.19186152402435
1.293467336683417,1.0404522613065326,-181.19710129455316
1.293467336683417,1.044221105527638,-181.20216714653537
1.293467336683417,1.0479899497487437,-181.20706132137917
1.293467336683417,1.0517587939698492,-181.21178606049236
1.293467336683417,1.0555276381909546,-181.21634360528316
1.293467336683417,1.05929648241206,-181.2207361971596
1.293467336683417,1.0630653266331658,-181.22496607752976
1.293467336683417,1.0668341708542712,-181.22903548780164
1.293467336683417,1.0706030150753767,-181.23294666938335
1.293467336683417,1.0743718592964824,-181.236701863683
1.293467336683417,1.0781407035175878,-181.24030331210855
1.293467336683417,1.0819095477386933,-181.24375325606812
1.293467336683417,1.085678391959799,-181.24705393696965
1.293467336683417,1.0894472361809044,-181.25020759622137
1.293467336683417,1.09321608040201,-181.2532164752312
1.293467336683417,1.0969849246231154,-181.25608281540732
1.293467336683417,1.100753768844221,-181.25880885815778
1.293467336683417,1.1045226130653265,-181.2613968448905
1.293467336683417,1.108291457286432,-181.26384901701368
1.293467336683417,1.1120603015075377,-181.26616761593527
1.293467336683417,1.1158291457286431,-181.2683548830634
1.293467336683417,1.1195979899497486,-181.27041305980615
1.293467336683417,1.123366834170854,-181.27234438757154
1.293467336683417,1.1271356783919597,-181.27415110776764
1.293467336683417,1.1309045226130652,-181.27583546180247
1.293467336683417,1.1346733668341706,-181.27739969108418
1.293467336683417,1.1384422110552763,-181.27884603702077
1.293467336683417,1.1422110552763818,-181.28017674102026
1.293467336683417,1.1459798994974872,-181.28139404449075
1.293467336683417,1.1497487437185927,-181.2825001888403
1.293467336683417,1.1535175879396984,-181.28349741547706
1.293467336683417,1.1572864321608038,-181.28438796580883
1.293467336683417,1.1610552763819093,-181.285174081244
1.293467336683417,1.164824120603015,-181.28585800319038
1.293467336683417,1.1685929648241205,-181.28644197305613
1.293467336683417,1.172361809045226,-181.2869282322493
1.293467336683417,1.1761306532663314,-181.28731902217794
1.293467336683417,1.179899497487437,-181.28761658425015
1.293467336683417,1.1836683417085425,-181.2878231598739
1.293467336683417,1.187437185929648,-181.2879409904573
1.293467336683417,1.1912060301507537,-181.28797231740847
1.293467336683417,1.1949748743718591,-181.28791938213539
1.293467336683417,1.1987437185929646,-181.28778442604613
1.293467336683417,1.20251256281407,-181.28756969054874
1.293467336683417,1.2062814070351757,-181.2872774170513
1.293467336683417,1.2100502512562812,-181.28690984696183
1.293467336683417,1.2138190954773866,-181.28646922168852
1.293467336683417,1.2175879396984923,-181.2859577826393
1.293467336683417,1.2213567839195978,-181.28537777122224
1.293467336683417,1.2251256281407032,-181.2847314288454
1.293467336683417,1.2288944723618087,-181.28402099691695
1.293467336683417,1.2326633165829144,-181.28324871684487
1.293467336683417,1.2364321608040199,-181.2824168300371
1.293467336683417,1.2402010050251255,-181.28152757790184
1.293467336683417,1.243969849246231,-181.28058320184715
1.293467336683417,1.2477386934673365,-181.279585943281
1.293467336683417,1.251507537688442,-181.2785380356293
1.293467336683417,1.2552763819095474,-181.277441402006
1.293467336683417,1.259045226130653,-181.2762975624192
1.293467336683417,1.2628140703517585,-181.27510800993682
1.293467336683417,1.2665829145728642,-181.27387423762673
1.293467336683417,1.2703517587939697,-181.2725977385568
1.293467336683417,1.2741206030150751,-181.27128000579506
1.293467336683417,1.2778894472361806,-181.26992253240917
1.293467336683417,1.281658291457286,-181.26852681146715
1.293467336683417,1.2854271356783917,-181.26709433603688
1.293467336683417,1.2891959798994972,-181.26562659918625
1.293467336683417,1.2929648241206029,-181.26412509398313
1.293467336683417,1.2967336683417083,-181.2625913134953
1.293467336683417,1.3005025125628138,-181.26102675079076
1.293467336683417,1.3042713567839193,-181.25943289893743
1.293467336683417,1.308040201005025,-181.25781125100318
