r_nn,r_no,spline
0.90678391959799,1.044221105527638,-180.834587209727
0.90678391959799,1.0479899497487437,-180.83902201892744
0.90678391959799,1.0517587939698492,-180.8433036200284
0.90678391959799,1.0555276381909546,-180.8474345369956
0.90678391959799,1.05929648241206,-180.8514172937945
0.90678391959799,1.0630653266331658,-180.85525441439043
0.90678391959799,1.0668341708542712,-180.85894842274905
0.90678391959799,1.0706030150753767,-180.8625018428356
0.90678391959799,1.0743718592964824,-180.86591719861573
0.90678391959799,1.0781407035175878,-180.8691970140548
0.90678391959799,1.0819095477386933,-180.8723438131183
0.90678391959799,1.085678391959799,-180.87536011977176
0.90678391959799,1.0894472361809044,-180.87824845798056
0.90678391959799,1.09321608040201,-180.88101135171019
0.90678391959799,1.0969849246231154,-180.88365132492618
0.90678391959799,1.100753768844221,-180.88617090159394
0.90678391959799,1.1045226130653265,-180.88857260567886
0.90678391959799,1.108291457286432,-180.8908589611466
0.90678391959799,1.1120603015075377,-180.8930324919625
0.90678391959799,1.1158291457286431,-180.895095722092
0.90678391959799,1.1195979899497486,-180.89705117550062
0.90678391959799,1.123366834170854,-180.8989013761538
0.90678391959799,1.1271356783919597,-180.90064884801714
0.90678391959799,1.1309045226130652,-180.90229611505592
0.90678391959799,1.1346733668341706,-180.90384570123567
0.90678391959799,1.1384422110552763,-180.90530013052185
0.90678391959799,1.1422110552763818,-180.90666192687996
0.90678391959799,1.1459798994974872,-180.9079336142754
0.90678391959799,1.1497487437185927,-180.9091177166738
0.90678391959799,1.1535175879396984,-180.91021675804043
0.90678391959799,1.1572864321608038,-180.9112332623409
0.90678391959799,1.1610552763819093,-180.91216975354067
0.90678391959799,1.164824120603015,-180.91302875560507
0.90678391959799,1.1685929648241205,-180.91381279249956
0.90678391959799,1.172361809045226,-180.91452438818985
0.90678391959799,1.1761306532663314,-180.91516606664104
0.90678391959799,1.179899497487437,-180.91574035181907
0.90678391959799,1.1836683417085425,-180.916249767689
0.90678391959799,1.187437185929648,-180.91669683821652
0.90678391959799,1.1912060301507537,-180.91708408736696
0.90678391959799,1.1949748743718591,-180.9174140391059
