distance,spline,linear
0.8,-106.71326143354956,-106.71326143354956
0.8020025031289112,-106.72662985731756,-106.72132910202359
0.8040050062578223,-106.7398719331804,-106.7293967704976
0.8060075093867335,-106.7529882473928,-106.73746443897163
0.8080100125156446,-106.76597938620942,-106.74553210744564
0.8100125156445558,-106.77884593588495,-106.75359977591967
0.8120150187734668,-106.79158848267409,-106.76166744439368
0.814017521902378,-106.8042076128315,-106.7697351128677
0.8160200250312891,-106.81670391261189,-106.77780278134172
0.8180225281602003,-106.82907796826991,-106.78587044981575
0.8200250312891114,-106.84133036606032,-106.79393811828976
0.8220275344180226,-106.85346169223773,-106.80200578676379
0.8240300375469337,-106.86547253305685,-106.8100734552378
0.8260325406758449,-106.87736347477237,-106.81814112371183
0.828035043804756,-106.88913510363898,-106.82620879218585
0.8300375469336672,-106.90078800591135,-106.83427646065986
0.8320400500625783,-106.9123227678442,-106.84234412913389
0.8340425531914895,-106.92373997569217,-106.8504117976079
0.8360450563204005,-106.93504021570998,-106.85847946608193
0.8380475594493116,-106.94622407415228,-106.86654713455594
0.8400500625782228,-106.9572921372738,-106.87461480302997
0.8420525657071339,-106.9682449913292,-106.88268247150398
0.8440550688360451,-106.97908322257318,-106.89075013997801
0.8460575719649562,-106.98980741726041,-106.89881780845202
0.8480600750938674,-107.00041816164558,-106.90688547692605
0.8500625782227785,-107.01091604198336,-106.91495314540006
0.8520650813516897,-107.02130164452848,-106.92302081387409
0.8540675844806008,-107.03157555553558,-106.93108848234812
0.856070087609512,-107.04173836125939,-106.93915615082213
0.858072590738423,-107.05179064795456,-106.94722381929616
0.8600750938673342,-107.06173300187578,-106.95529148777017
0.8620775969962453,-107.07156600927775,-106.9633591562442
0.8640801001251565,-107.08129025641513,-106.97142682471821
0.8660826032540676,-107.09090632954263,-106.97949449319223
0.8680851063829788,-107.10041481491494,-106.98756216166625
0.8700876095118899,-107.10981629878674,-106.99562983014027
0.872090112640801,-107.11911136741269,-107.00369749861429
0.8740926157697122,-107.1283006070475,-107.01176516708831
0.8760951188986233,-107.13738460394585,-107.01983283556233
0.8780976220275345,-107.14636394436243,-107.02790050403635
0.8801001251564455,-107.15523921455195,-107.03596817251038
0.8821026282853567,-107.16401100076905,-107.04403584098439
0.8841051314142678,-107.17267988926842,-107.05210350945842
0.886107634543179,-107.18124646630477,-107.06017117793243
0.8881101376720901,-107.1897113181328,-107.06823884640646
0.8901126408010013,-107.19807503100714,-107.07630651488047
0.8921151439299124,-107.20633819118254,-107.0843741833545
0.8941176470588236,-107.21450138491363,-107.09244185182851
0.8961201501877347,-107.22256519845513,-107.10050952030254
0.8981226533166459,-107.2305302180617,-107.10857718877655
0.900125156445557,-107.23839702998805,-107.11664485725058
0.902127659574468,-107.24616622048885,-107.12471252572459
0.9041301627033792,-107.2538383758188,-107.13278019419862
0.9061326658322904,-107.26141408223258,-107.14084786267264
0.9081351689612015,-107.26889392598487,-107.14891553114666
0.9101376720901126,-107.27627849333035,-107.15698319962068
0.9121401752190238,-107.28356837052372,-107.1650508680947
0.914142678347935,-107.29076414381967,-107.17311853656872
0.9161451814768461,-107.29786639947287,-107.18118620504274
0.9181476846057572,-107.30487572373802,-107.18925387351676
0.9201501877346684,-107.31179270286981,-107.19732154199077
0.9221526908635795,-107.31861792312289,-107.2053892104648
0.9241551939924906,-107.32535197075197,-107.21345687893881
0.9261576971214017,-107.33199543201174,-107.22152454741284
0.9281602002503129,-107.33854889315687,-107.22959221588685
0.930162703379224,-107.34501294044209,-107.23765988436088
0.9321652065081352,-107.35138816012203,-107.24572755283491
0.9341677096370463,-107.3576751384514,-107.25379522130892
0.9361702127659575,-107.36387446168487,-107.26186288978295
0.9381727158948686,-107.36998671607715,-107.26993055825696
0.9401752190237798,-107.37601248788293,-107.27799822673099
0.9421777221526908,-107.38195236335689,-107.286065895205
0.9441802252816021,-107.38780692875368,-107.29413356367903
0.9461827284105131,-107.39357677032801,-107.30220123215304
0.9481852315394242,-107.39926247433458,-107.31026890062707
0.9501877346683354,-107.40486462702806,-107.31833656910108
0.9521902377972465,-107.41038381466312,-107.3264042375751
0.9541927409261577,-107.41582062349451,-107.33447190604912
0.9561952440550688,-107.42117563977685,-107.34253957452314
0.95819774718398,-107.42644944976483,-107.35060724299717
0.9602002503128911,-107.43164263971317,-107.35867491147118
0.9622027534418023,-107.43675579587654,-107.36674257994521
0.9642052565707134,-107.44178950450961,-107.37481024841922
0.9662077596996246,-107.4467443518671,-107.38287791689325
0.9682102628285356,-107.45162092420367,-107.39094558536726
0.9702127659574468,-107.456419807774,-107.39901325384129
0.9722152690863579,-107.46114158883279,-107.4070809223153
0.9742177722152691,-107.46578685363473,-107.41514859078933
0.9762202753441802,-107.4703561884345,-107.42321625926334
0.9782227784730914,-107.47485017948678,-107.43128392773737
0.9802252816020025,-107.47926941304625,-107.43935159621138
0.9822277847309137,-107.48361447536762,-107.44741926468541
0.9842302878598248,-107.48788595270555,-107.45548693315943
0.986232790988736,-107.49208443131474,-107.46355460163345
0.9882352941176471,-107.49621049744987,-107.47162227010747
0.9902377972465581,-107.50026473736563,-107.47968993858149
0.9922403003754694,-107.50424773731672,-107.48775760705551
0.9942428035043804,-107.5081600835578,-107.49582527552953
0.9962453066332916,-107.51200236234355,-107.50389294400355
0.9982478097622027,-107.5157751599287,-107.51196061247757
1.0002503128911138,-107.51947906256788,-107.51917457475626
1.002252816020025,-107.52311465651582,-107.52041259366763
1.004255319148936,-107.52668252802718,-107.52165061257901
1.0062578222778473,-107.53018326335665,-107.52288863149037
1.0082603254067584,-107.53361744875893,-107.52412665040175
1.0102628285356696,-107.53698567048869,-107.52536466931312
1.0122653316645807,-107.54028851480064,-107.5266026882245
1.014267834793492,-107.54352656794943,-107.52784070713587
1.016270337922403,-107.54670041618976,-107.52907872604725
1.0182728410513142,-107.54981064577633,-107.53031674495861
1.0202753441802253,-107.5528578429638,-107.53155476386999
1.0222778473091365,-107.55584259400689,-107.53279278278136
1.0242803504380475,-107.55876548516025,-107.53403080169274
1.0262828535669586,-107.56162710267859,-107.5352688206041
1.0282853566958698,-107.56442803281658,-107.53650683951548
1.0302878598247809,-107.56716886182892,-107.53774485842685
1.0322903629536921,-107.56985017597027,-107.53898287733823
1.0342928660826032,-107.57247256149537,-107.5402208962496
1.0362953692115144,-107.57503660465885,-107.54145891516097
1.0382978723404255,-107.57754289171541,-107.54269693407234
1.0403003754693367,-107.57999200891976,-107.54393495298372
1.0423028785982478,-107.58238454252654,-107.54517297189508
1.0443053817271588,-107.58472107879048,-107.54641099080646
1.04630788485607,-107.58700220396624,-107.54764900971783
1.048310387984981,-107.58922850430852,-107.54888702862921
1.0503128911138924,-107.59140056607201,-107.55012504754058
1.0523153942428034,-107.59351897551136,-107.55136306645196
1.0543178973717147,-107.59558431888131,-107.55260108536332
1.0563204005006257,-107.5975971824365,-107.5538391042747
1.058322903629537,-107.59955815243164,-107.55507712318607
1.060325406758448,-107.60146781512141,-107.55631514209745
1.062327909887359,-107.60332675676051,-107.55755316100881
1.0643304130162703,-107.6051355636036,-107.55879117992019
1.0663329161451816,-107.60689482190536,-107.56002919883156
1.0683354192740926,-107.60860511792049,-107.56126721774294
1.0703379224030036,-107.61026703790371,-107.5625052366543
1.0723404255319149,-107.61188116810965,-107.56374325556568
1.074342928660826,-107.61344809479303,-107.56498127447705
1.0763454317897372,-107.6149684042085,-107.56621929338843
1.0783479349186482,-107.6164426826108,-107.5674573122998
1.0803504380475595,-107.61787151625457,-107.56869533121117
1.0823529411764705,-107.61925549139453,-107.56993335012254
1.0843554443053818,-107.62059519428531,-107.57117136903392
1.0863579474342928,-107.62189121118166,-107.57240938794529
1.0883604505632039,-107.62314412833824,-107.57364740685667
1.0903629536921151,-107.62435453200973,-107.57488542576803
1.0923654568210264,-107.62552300845083,-107.57612344467941
1.0943679599499374,-107.62665014391621,-107.57736146359078
1.0963704630788484,-107.62773652466055,-107.57859948250216
1.0983729662077597,-107.62878273693856,-107.57983750141352
1.1003754693366707,-107.6297893670049,-107.5810755203249
1.102377972465582,-107.63075700111428,-107.58231353923627
1.104380475594493,-107.63168622552138,-107.58355155814765
1.1063829787234043,-107.63257762648087,-107.58478957705901
1.1083854818523153,-107.63343179024746,-107.58602759597039
1.1103879849812266,-107.6342493030758,-107.58726561488176
1.1123904881101376,-107.63503075122063,-107.58850363379314
1.1143929912390487,-107.63577672093658,-107.5897416527045
1.11639549436796,-107.63648779847836,-107.59097967161588
1.118397997496871,-107.63716457010065,-107.59221769052725
1.1204005006257822,-107.63780762205816,-107.59345570943862
1.1224030037546933,-107.63841754060556,-107.59469372835
1.1244055068836045,-107.63899491199751,-107.59593174726136
1.1264080100125156,-107.63954032248873,-107.59716976617274
1.1284105131414268,-107.64005435833388,-107.5984077850841
1.1304130162703379,-107.64053760578769,-107.59964580399549
1.132415519399249,-107.64099065110479,-107.60088382290685
1.1344180225281602,-107.6414140805399,-107.60212184181823
1.1364205256570714,-107.64180848034768,-107.6033598607296
1.1384230287859824,-107.64217443678285,-107.60459787964098
1.1404255319148935,-107.64251253610009,-107.60583589855234
1.1424280350438047,-107.64282336455403,-107.60707391746372
1.1444305381727158,-107.64310750839944,-107.60831193637509
1.146433041301627,-107.64336555389094,-107.60954995528647
1.148435544430538,-107.64359808728327,-107.61078797419783
1.1504380475594493,-107.64380569483106,-107.61202599310921
1.1524405506883604,-107.64398896278904,-107.61326401202058
1.1544430538172716,-107.64414847741186,-107.61450203093196
1.1564455569461827,-107.64428482495424,-107.61574004984332
1.1584480600750937,-107.64439859167084,-107.6169780687547
1.160450563204005,-107.64449036381635,-107.61821608766607
1.162453066332916,-107.64456072764547,-107.61945410657745
1.1644555694618273,-107.64461026941287,-107.62069212548882
1.1664580725907383,-107.64463957537325,-107.6219301444002
1.1684605757196496,-107.64464923178129,-107.62316816331156
1.1704630788485606,-107.64463982489167,-107.62440618222294
1.1724655819774719,-107.64461194095908,-107.6256442011343
1.174468085106383,-107.6445661662382,-107.62688222004569
1.176470588235294,-107.64450308698373,-107.62812023895705
1.1784730913642052,-107.64442328945036,-107.62935825786843
1.1804755944931165,-107.64432735989274,-107.6305962767798
1.1824780976220275,-107.64421588456558,-107.63183429569118
1.1844806007509385,-107.64408944972357,-107.63307231460254
1.1864831038798498,-107.64394864162138,-107.63431033351392
1.1884856070087608,-107.64379404651372,-107.63554835242529
1.190488110137672,-107.64362625065526,-107.63678637133667
1.1924906132665831,-107.64344584030067,-107.63802439024803
1.1944931163954944,-107.64325340170467,-107.63926240915941
1.1964956195244054,-107.64304952112192,-107.64050042807078
1.1984981226533167,-107.64283478480712,-107.64173844698216
1.2005006257822277,-107.64260977771427,-107.64252344231652
1.2025031289111388,-107.64237492741724,-107.6419493669198
1.20450563204005,-107.64213035583408,-107.64137529152309
1.2065081351689613,-107.64187614976503,-107.64080121612638
1.2085106382978723,-107.64161239601022,-107.64022714072966
1.2105131414267833,-107.64133918136986,-107.63965306533295
1.2125156445556946,-107.64105659264418,-107.63907898993624
1.2145181476846056,-107.64076471663331,-107.63850491453954
1.216520650813517,-107.64046364013753,-107.63793083914283
1.218523153942428,-107.64015344995694,-107.63735676374611
1.220525657071339,-107.6398342328918,-107.6367826883494
1.2225281602002502,-107.63950607574226,-107.63620861295269
1.2245306633291615,-107.63916906530854,-107.63563453755597
1.2265331664580725,-107.63882328839081,-107.63506046215927
1.2285356695869836,-107.63846883178928,-107.63448638676256
1.2305381727158948,-107.63810578230414,-107.63391231136585
1.2325406758448059,-107.63773422673559,-107.63333823596913
1.2345431789737171,-107.63735425188379,-107.63276416057242
1.2365456821026282,-107.63696594454895,-107.63219008517571
1.2385481852315394,-107.63656939153128,-107.63161600977901
1.2405506883604505,-107.63616467963095,-107.6310419343823
1.2425531914893617,-107.63575189564816,-107.63046785898558
