bond,angle,polynomial
0.907537688442211,154.67336683417085,-15.352234431113855
0.907537688442211,155.12562814070353,-15.352478792218701
0.907537688442211,155.5778894472362,-15.352719277702311
0.907537688442211,156.03015075376885,-15.352955893943005
0.907537688442211,156.4824120603015,-15.353188646776148
0.907537688442211,156.93467336683418,-15.35341754149417
0.907537688442211,157.38693467336685,-15.353642582846554
0.907537688442211,157.8391959798995,-15.353863775039851
0.907537688442211,158.29145728643215,-15.35408112173766
0.907537688442211,158.74371859296483,-15.354294626060655
0.907537688442211,159.1959798994975,-15.35450429058656
0.907537688442211,159.64824120603015,-15.354710117350145
0.907537688442211,160.1005025125628,-15.354912107843264
0.907537688442211,160.55276381909547,-15.355110263014812
0.907537688442211,161.00502512562815,-15.355304583270756
0.907537688442211,161.4572864321608,-15.355495068474104
0.907537688442211,161.90954773869348,-15.355681717944947
0.907537688442211,162.36180904522615,-15.35586453046041
0.907537688442211,162.8140703517588,-15.356043504254702
0.907537688442211,163.26633165829145,-15.35621863701907
0.907537688442211,163.71859296482413,-15.356389925901833
0.907537688442211,164.1708542713568,-15.356557367508366
0.907537688442211,164.62311557788945,-15.356720957901098
0.907537688442211,165.0753768844221,-15.356880692599523
0.907537688442211,165.52763819095478,-15.357036566580195
0.907537688442211,165.97989949748745,-15.35718857427672
0.907537688442211,166.4321608040201,-15.357336709579773
0.907537688442211,166.88442211055275,-15.357480965837075
0.907537688442211,167.33668341708542,-15.357621335853425
0.907537688442211,167.7889447236181,-15.357757811890654
0.907537688442211,168.24120603015075,-15.357890385667687
0.907537688442211,168.69346733668343,-15.358019048360473
0.907537688442211,169.1457286432161,-15.35814379060205
0.907537688442211,169.59798994974875,-15.35826460248249
0.907537688442211,170.0502512562814,-15.35838147354894
0.907537688442211,170.50251256281408,-15.358494392805603
0.907537688442211,170.95477386934675,-15.358603348713737
0.907537688442211,171.4070351758794,-15.358708329191668
0.907537688442211,171.85929648241205,-15.358809321614768
0.907537688442211,172.31155778894473,-15.358906312815472
0.907537688442211,172.7638190954774,-15.35899928908329
0.907537688442211,173.21608040201005,-15.359088236164771
0.907537688442211,173.6683417085427,-15.359173139263527
0.907537688442211,174.12060301507537,-15.35925398304024
0.907537688442211,174.57286432160805,-15.359330751612639
0.907537688442211,175.0251256281407,-15.35940342855552
0.907537688442211,175.47738693467338,-15.359471996900732
0.907537688442211,175.92964824120605,-15.359536439137186
0.907537688442211,176.3819095477387,-15.359596737210856
0.907537688442211,176.83417085427135,-15.359652872524764
0.907537688442211,177.28643216080403,-15.359704825939007
0.907537688442211,177.7386934673367,-15.359752577770728
0.907537688442211,178.19095477386935,-15.359796107794132
0.907537688442211,178.643216080402,-15.359835395240491
0.907537688442211,179.09547738693468,-15.359870418798124
0.907537688442211,179.54773869346735,-15.35990115661242
0.907537688442211,180.0,-15.359927586285814
0.9150753768844221,90.0,-15.273698060590563
0.9150753768844221,90.45226130653266,-15.274833383084422
0.9150753768844221,90.90452261306532,-15.275958325463906
0.9150753768844221,91.35678391959799,-15.277072971645055
0.9150753768844221,91.80904522613065,-15.278177405000939
0.9150753768844221,92.26130653266331,-15.279271708361712
0.9150753768844221,92.71356783919597,-15.280355964014579
0.9150753768844221,93.16582914572864,-15.281430253703798
0.9150753768844221,93.61809045226131,-15.282494658630696
0.9150753768844221,94.07035175879398,-15.28354925945365
0.9150753768844221,94.52261306532664,-15.284594136288108
0.9150753768844221,94.9748743718593,-15.285629368706559
0.9150753768844221,95.42713567839196,-15.286655035738574
0.9150753768844221,95.87939698492463,-15.28767121587076
0.9150753768844221,96.33165829145729,-15.288677987046803
0.9150753768844221,96.78391959798995,-15.289675426667431
0.9150753768844221,97.23618090452261,-15.290663611590444
0.9150753768844221,97.68844221105527,-15.291642618130698
0.9150753768844221,98.14070351758794,-15.2926125220601
0.9150753768844221,98.5929648241206,-15.29357339860763
0.9150753768844221,99.04522613065326,-15.294525322459315
0.9150753768844221,99.49748743718592,-15.295468367758248
0.9150753768844221,99.9497487437186,-15.29640260810458
0.9150753768844221,100.40201005025125,-15.297328116555512
0.9150753768844221,100.85427135678393,-15.29824496562533
0.9150753768844221,101.30653266331659,-15.299153227285338
0.9150753768844221,101.75879396984925,-15.30005297296394
0.9150753768844221,102.21105527638191,-15.300944273546575
0.9150753768844221,102.66331658291458,-15.301827199375749
0.9150753768844221,103.11557788944724,-15.302701820251029
0.9150753768844221,103.5678391959799,-15.303568205429032
0.9150753768844221,104.02010050251256,-15.304426423623443
0.9150753768844221,104.47236180904522,-15.305276543005002
0.9150753768844221,104.92462311557789,-15.306118631201512
0.9150753768844221,105.37688442211055,-15.306952755297827
0.9150753768844221,105.82914572864321,-15.307778981835874
0.9150753768844221,106.28140703517587,-15.308597376814623
0.9150753768844221,106.73366834170855,-15.309408005690116
0.9150753768844221,107.1859296482412,-15.31021093337544
0.9150753768844221,107.63819095477388,-15.31100622424076
0.9150753768844221,108.09045226130654,-15.311793942113288
0.9150753768844221,108.5427135678392,-15.312574150277294
0.9150753768844221,108.99497487437186,-15.313346911474115
0.9150753768844221,109.44723618090453,-15.314112287902136
0.9150753768844221,109.89949748743719,-15.314870341216814
0.9150753768844221,110.35175879396985,-15.315621132530651
0.9150753768844221,110.80402010050251,-15.316364722413223
0.9150753768844221,111.25628140703517,-15.317101170891158
0.9150753768844221,111.70854271356784,-15.317830537448136
