distance,hf,vqe,exact,n_qubits,n_params,n_evaluations
0.9,-147.13943860968436,-147.1711322620995,-147.1711622615337,10,68,1000
1.1,-147.59089403091835,-147.6563381433856,-147.6564415466148,10,68,1000
1.3000000000000003,-147.61881189519173,-147.73573505339792,-147.73689556514995,10,68,1000
1.5000000000000002,-147.5185661137706,-147.697641608717,-147.70249070653256,10,68,1000
1.7000000000000002,-147.38873730124635,-147.6377220368221,-147.64922290347897,10,68,1000
1.9000000000000004,-147.26810290348757,-147.60177414885257,-147.61672887283333,10,68,1000
2.1000000000000005,-147.16864339155583,-147.57940652068774,-147.60796112057977,10,68,1000
2.3000000000000003,-147.09078600186444,-147.59468614173863,-147.60768474291785,10,68,1000
2.5000000000000004,-147.03200088803533,-147.58771134960185,-147.6085016734622,10,68,1000
