r_nn,r_no,polynomial
1.2120603015075377,1.1912060301507537,-181.3010987082312
1.2120603015075377,1.1949748743718591,-181.30136358827204
1.2120603015075377,1.1987437185929646,-181.3015568729978
1.2120603015075377,1.20251256281407,-181.30168033086508
1.2120603015075377,1.2062814070351757,-181.3017357127149
1.2120603015075377,1.2100502512562812,-181.30172475177278
1.2120603015075377,1.2138190954773866,-181.30164916364822
1.2120603015075377,1.2175879396984923,-181.30151064633552
1.2120603015075377,1.2213567839195978,-181.3013108802133
1.2120603015075377,1.2251256281407032,-181.30105152804416
1.2120603015075377,1.2288944723618087,-181.30073423497555
1.2120603015075377,1.2326633165829144,-181.30036062853904
1.2120603015075377,1.2364321608040199,-181.29993231865063
1.2120603015075377,1.2402010050251255,-181.2994508976106
1.2120603015075377,1.243969849246231,-181.2989179401038
1.2120603015075377,1.2477386934673365,-181.29833500319924
1.2120603015075377,1.251507537688442,-181.29770362635043
1.2120603015075377,1.2552763819095474,-181.2970253313953
1.2120603015075377,1.259045226130653,-181.29630162255597
1.2120603015075377,1.2628140703517585,-181.29553398643904
1.2120603015075377,1.2665829145728642,-181.29472389203548
1.2120603015075377,1.2703517587939697,-181.29387279072057
1.2120603015075377,1.2741206030150751,-181.2929821162541
1.2120603015075377,1.2778894472361806,-181.29205328478014
1.2120603015075377,1.281658291457286,-181.29108769482713
1.2120603015075377,1.2854271356783917,-181.2900867273078
1.2120603015075377,1.2891959798994972,-181.28905174551934
1.2120603015075377,1.2929648241206029,-181.2879840951435
1.2120603015075377,1.2967336683417083,-181.286885104246
1.2120603015075377,1.3005025125628138,-181.28575608327728
1.2120603015075377,1.3042713567839193,-181.2845983250719
1.2120603015075377,1.308040201005025,-181.28341310484896
1.2120603015075377,1.3118090452261304,-181.28220168021187
1.2120603015075377,1.3155778894472359,-181.28096529114842
1.2120603015075377,1.3193467336683415,-181.27970516003077
1.2120603015075377,1.323115577889447,-181.27842249161543
1.2120603015075377,1.3268844221105525,-181.27711847304337
1.2120603015075377,1.330653266331658,-181.27579427383975
1.2120603015075377,1.3344221105527636,-181.27445104591428
1.2120603015075377,1.338190954773869,-181.27308992356092
1.2120603015075377,1.3419597989949745,-181.2717120234581
1.2120603015075377,1.3457286432160802,-181.27031844466865
1.2120603015075377,1.3494974874371857,-181.2689102686396
1.2120603015075377,1.3532663316582911,-181.26748855920246
1.2120603015075377,1.3570351758793966,-181.266054362573
1.2120603015075377,1.3608040201005023,-181.2646087073517
1.2120603015075377,1.3645728643216077,-181.26315260452296
1.2120603015075377,1.3683417085427132,-181.26168704745584
1.2120603015075377,1.3721105527638189,-181.26021301190372
1.2120603015075377,1.3758793969849243,-181.25873145600428
1.2120603015075377,1.3796482412060298,-181.2572433202797
1.2120603015075377,1.3834170854271353,-181.2557495276363
1.2120603015075377,1.387185929648241,-181.25425098336504
1.2120603015075377,1.3909547738693464,-181.25274857514114
1.2120603015075377,1.3947236180904519,-181.2512431730241
1.2120603015075377,1.3984924623115575,-181.24973562945792
1.2120603015075377,1.402261306532663,-181.24822677927094
1.2120603015075377,1.4060301507537685,-181.2467174396758
1.2120603015075377,1.409798994974874,-181.24520841026958
1.2120603015075377,1.4135678391959796,-181.24370047303375
1.2120603015075377,1.417336683417085,-181.24219439233408
1.2120603015075377,1.4211055276381908,-181.24069091492083
1.2120603015075377,1.4248743718592962,-181.2391907699285
1.2120603015075377,1.4286432160804017,-181.23769466887597
1.2120603015075377,1.4324120603015071,-181.23620330566663
1.2120603015075377,1.4361809045226126,-181.23471735658802
1.2120603015075377,1.4399497487437183,-181.23323748031225
1.2120603015075377,1.4437185929648237,-181.23176431789574
1.2120603015075377,1.4474874371859294,-181.23029849277927
1.2120603015075377,1.4512562814070349,-181.228840610788
1.2120603015075377,1.4550251256281403,-181.22739126013133
1.2120603015075377,1.4587939698492458,-181.22595101140334
1.2120603015075377,1.4625628140703513,-181.2245204175821
1.2120603015075377,1.466331658291457,-181.22310001403045
1.2120603015075377,1.4701005025125624,-181.2216903184952
1.2120603015075377,1.473869346733668,-181.22029183110791
1.2120603015075377,1.4776381909547736,-181.21890503438416
1.2120603015075377,1.481407035175879,-181.2175303932242
1.2120603015075377,1.4851758793969845,-181.2161683549124
1.2120603015075377,1.48894472361809,-181.2148193491178
1.2120603015075377,1.4927135678391956,-181.21348378789335
1.2120603015075377,1.496482412060301,-181.21216206567703
1.2120603015075377,1.5002512562814068,-181.21085455929048
1.2120603015075377,1.5040201005025122,-181.20956162794025
1.2120603015075377,1.5077889447236177,-181.20828361321693
1.2120603015075377,1.5115577889447231,-181.20702083909566
1.2120603015075377,1.5153266331658286,-181.205773611936
1.2120603015075377,1.5190954773869343,-181.20454222048164
1.2120603015075377,1.5228643216080398,-181.20332693586087
1.2120603015075377,1.5266331658291454,-181.20212801158618
1.2120603015075377,1.530402010050251,-181.20094568355458
1.2120603015075377,1.5341708542713564,-181.19978017004738
1.2120603015075377,1.5379396984924618,-181.19863167173025
1.2120603015075377,1.5417085427135673,-181.1975003716533
1.2120603015075377,1.545477386934673,-181.1963864352509
1.2120603015075377,1.5492462311557786,-181.1952900103419
1.2120603015075377,1.553015075376884,-181.19421122712936
1.2120603015075377,1.5567839195979896,-181.19315019820098
1.2120603015075377,1.560552763819095,-181.1921070185286
1.2120603015075377,1.5643216080402005,-181.19108176546848
1.2120603015075377,1.568090452261306,-181.19007449876136
1.2120603015075377,1.5718592964824116,-181.18908526053215
1.2120603015075377,1.5756281407035173,-181.1881140752904
1.2120603015075377,1.5793969849246228,-181.1871609499297
1.2120603015075377,1.5831658291457282,-181.18622587372843
1.2120603015075377,1.5869346733668337,-181.18530881834886
1.2120603015075377,1.5907035175879392,-181.18440973783802
1.2120603015075377,1.5944723618090448,-181.1835285686271
1.2120603015075377,1.5982412060301503,-181.18266522953184
1.2120603015075377,1.602010050251256,-181.1818196217521
1.2120603015075377,1.6057788944723614,-181.1809916288723
1.2120603015075377,1.609547738693467,-181.1801811168612
1.2120603015075377,1.6133165829145724,-181.1793879340719
1.2120603015075377,1.6170854271356778,-181.17861191124192
1.2120603015075377,1.6208542713567835,-181.17785286149308
1.2120603015075377,1.624623115577889,-181.17711058033154
1.2120603015075377,1.6283919597989946,-181.17638484564802
1.2120603015075377,1.6321608040201,-181.17567541771743
1.2120603015075377,1.6359296482412056,-181.174982039199
1.2120603015075377,1.639698492462311,-181.17430443513672
1.2120603015075377,1.6434673366834165,-181.17364231295846
1.2120603015075377,1.6472361809045222,-181.1729953624767
1.2120603015075377,1.6510050251256276,-181.17236325588829
1.2120603015075377,1.6547738693467333,-181.17174564777437
1.2120603015075377,1.6585427135678388,-181.1711421751006
1.2120603015075377,1.6623115577889442,-181.1705524572169
1.2120603015075377,1.6660804020100497,-181.16997609585752
1.2120603015075377,1.6698492462311552,-181.16941267514116
1.2120603015075377,1.6736180904522608,-181.16886176157098
1.2120603015075377,1.6773869346733663,-181.16832290403414
1.2120603015075377,1.681155778894472,-181.16779563380274
1.2120603015075377,1.6849246231155774,-181.1672794645328
1.2120603015075377,1.688693467336683,-181.16677389226487
1.2120603015075377,1.6924623115577884,-181.16627839542386
1.2120603015075377,1.6962311557788938,-181.165792434819
1.2120603015075377,1.6999999999999995,-181.16531545364404
1.2188442211055277,0.95,-181.0411181867523
1.2188442211055277,0.9537688442211055,-181.05045587367573
1.2188442211055277,0.957537688442211,-181.05957196284268
1.2188442211055277,0.9613065326633166,-181.06846935054855
1.2188442211055277,0.965075376884422,-181.07715091547294
1.2188442211055277,0.9688442211055276,-181.0856195186797
1.2188442211055277,0.9726130653266332,-181.0938780036173
1.2188442211055277,0.9763819095477386,-181.10192919611845
1.2188442211055277,0.9801507537688442,-181.10977590440012
1.2188442211055277,0.9839195979899497,-181.11742091906402
1.2188442211055277,0.9876884422110552,-181.12486701309575
1.2188442211055277,0.9914572864321607,-181.13211694186563
1.2188442211055277,0.9952261306532663,-181.13917344312816
1.2188442211055277,0.9989949748743718,-181.14603923702248
1.2188442211055277,1.0027638190954773,-181.15271702607168
1.2188442211055277,1.0065326633165828,-181.15920949518366
1.2188442211055277,1.0103015075376884,-181.16551931165029
1.2188442211055277,1.014070351758794,-181.17164912514812
1.2188442211055277,1.0178391959798994,-181.17760156773798
1.2188442211055277,1.0216080402010048,-181.18337925386498
1.2188442211055277,1.0253768844221105,-181.18898478035862
1.2188442211055277,1.029145728643216,-181.194420726433
1.2188442211055277,1.0329145728643214,-181.19968965368625
1.2188442211055277,1.036683417085427,-181.20479410610108
1.2188442211055277,1.0404522613065326,-181.20973661004456
1.2188442211055277,1.044221105527638,-181.21451967426805
1.2188442211055277,1.0479899497487437,-181.21914578990734
1.2188442211055277,1.0517587939698492,-181.22361743048268
1.2188442211055277,1.0555276381909546,-181.22793705189838
1.2188442211055277,1.05929648241206,-181.23210709244347
1.2188442211055277,1.0630653266331658,-181.23612997279122
1.2188442211055277,1.0668341708542712,-181.2400080959992
1.2188442211055277,1.0706030150753767,-181.24374384750942
1.2188442211055277,1.0743718592964824,-181.24733959514828
1.2188442211055277,1.0781407035175878,-181.25079768912659
1.2188442211055277,1.0819095477386933,-181.25412046203937
1.2188442211055277,1.085678391959799,-181.25731022886612
1.2188442211055277,1.0894472361809044,-181.2603692869707
1.2188442211055277,1.09321608040201,-181.26329991610137
1.2188442211055277,1.0969849246231154,-181.2661043783908
1.2188442211055277,1.100753768844221,-181.26878491835583
1.2188442211055277,1.1045226130653265,-181.2713437628978
1.2188442211055277,1.108291457286432,-181.27378312130259
1.2188442211055277,1.1120603015075377,-181.27610518524017
1.2188442211055277,1.1158291457286431,-181.278312128765
1.2188442211055277,1.1195979899497486,-181.28040610831601
1.2188442211055277,1.123366834170854,-181.2823892627162
1.2188442211055277,1.1271356783919597,-181.28426371317326
1.2188442211055277,1.1309045226130652,-181.2860315632792
1.2188442211055277,1.1346733668341706,-181.28769489901026
1.2188442211055277,1.1384422110552763,-181.28925578872708
1.2188442211055277,1.1422110552763818,-181.29071628317487
1.2188442211055277,1.1459798994974872,-181.29207841548288
1.2188442211055277,1.1497487437185927,-181.29334420116498
1.2188442211055277,1.1535175879396984,-181.29451563811944
1.2188442211055277,1.1572864321608038,-181.29559470662866
1.2188442211055277,1.1610552763819093,-181.29658336935958
1.2188442211055277,1.164824120603015,-181.29748357136356
1.2188442211055277,1.1685929648241205,-181.29829724007612
1.2188442211055277,1.172361809045226,-181.29902628531747
1.2188442211055277,1.1761306532663314,-181.29967259929194
1.2188442211055277,1.179899497487437,-181.3002380565882
1.2188442211055277,1.1836683417085425,-181.30072451417948
1.2188442211055277,1.187437185929648,-181.3011338114233
1.2188442211055277,1.1912060301507537,-181.3014677700615
1.2188442211055277,1.1949748743718591,-181.30172819422032
1.2188442211055277,1.1987437185929646,-181.30191687041048
1.2188442211055277,1.20251256281407,-181.3020355675269
1.2188442211055277,1.2062814070351757,-181.30208603684886
1.2188442211055277,1.2100502512562812,-181.3020700120404
1.2188442211055277,1.2138190954773866,-181.30198920914927
1.2188442211055277,1.2175879396984923,-181.30184532660817
1.2188442211055277,1.2213567839195978,-181.30164004523394
1.2188442211055277,1.2251256281407032,-181.3013750282277
1.2188442211055277,1.2288944723618087,-181.3010519211751
1.2188442211055277,1.2326633165829144,-181.30067235204618
1.2188442211055277,1.2364321608040199,-181.3002379311952
1.2188442211055277,1.2402010050251255,-181.2997502513608
1.2188442211055277,1.243969849246231,-181.29921088766622
1.2188442211055277,1.2477386934673365,-181.29862139761883
1.2188442211055277,1.251507537688442,-181.2979833211104
1.2188442211055277,1.2552763819095474,-181.29729818041724
1.2188442211055277,1.259045226130653,-181.2965674801998
1.2188442211055277,1.2628140703517585,-181.29579270750313
1.2188442211055277,1.2665829145728642,-181.29497533175646
1.2188442211055277,1.2703517587939697,-181.29411680477344
1.2188442211055277,1.2741206030150751,-181.2932185607522
1.2188442211055277,1.2778894472361806,-181.29228201627512
1.2188442211055277,1.281658291457286,-181.291308570309
1.2188442211055277,1.2854271356783917,-181.29029960420505
1.2188442211055277,1.2891959798994972,-181.28925648169871
1.2188442211055277,1.2929648241206029,-181.28818054890996
1.2188442211055277,1.2967336683417083,-181.28707313434305
1.2188442211055277,1.3005025125628138,-181.28593554888667
1.2188442211055277,1.3042713567839193,-181.2847690858137
1.2188442211055277,1.308040201005025,-181.28357502078165
1.2188442211055277,1.3118090452261304,-181.28235461183237
1.2188442211055277,1.3155778894472359,-181.2811090993918
1.2188442211055277,1.3193467336683415,-181.27983970627054
1.2188442211055277,1.323115577889447,-181.2785476376635
1.2188442211055277,1.3268844221105525,-181.27723408114986
1.2188442211055277,1.330653266331658,-181.27590020669328
1.2188442211055277,1.3344221105527636,-181.2745471666417
1.2188442211055277,1.338190954773869,-181.27317609572754
1.2188442211055277,1.3419597989949745,-181.2717881110675
1.2188442211055277,1.3457286432160802,-181.27038431216272
1.2188442211055277,1.3494974874371857,-181.26896578089858
1.2188442211055277,1.3532663316582911,-181.26753358154505
1.2188442211055277,1.3570351758793966,-181.26608876075625
1.2188442211055277,1.3608040201005023,-181.2646323475708
1.2188442211055277,1.3645728643216077,-181.26316535341172
1.2188442211055277,1.3683417085427132,-181.2616887720862
1.2188442211055277,1.3721105527638189,-181.2602035797861
1.2188442211055277,1.3758793969849243,-181.25871073508736
1.2188442211055277,1.3796482412060298,-181.25721117895054
1.2188442211055277,1.3834170854271353,-181.2557058347203
1.2188442211055277,1.387185929648241,-181.25419560812603
1.2188442211055277,1.3909547738693464,-181.25268138728117
1.2188442211055277,1.3947236180904519,-181.25116404268365
1.2188442211055277,1.3984924623115575,-181.24964442721574
1.2188442211055277,1.402261306532663,-181.24812337614418
1.2188442211055277,1.4060301507537685,-181.24660170712002
1.2188442211055277,1.409798994974874,-181.2450802201786
1.2188442211055277,1.4135678391959796,-181.2435596977398
1.2188442211055277,1.417336683417085,-181.2420409046076
1.2188442211055277,1.4211055276381908,-181.2405245879708
1.2188442211055277,1.4248743718592962,-181.23901147740207
1.2188442211055277,1.4286432160804017,-181.23750228485878
1.2188442211055277,1.4324120603015071,-181.23599770468255
1.2188442211055277,1.4361809045226126,-181.2344984135994
1.2188442211055277,1.4399497487437183,-181.23300507071966
1.2188442211055277,1.4437185929648237,-181.23151831753822
1.2188442211055277,1.4474874371859294,-181.230038777934
1.2188442211055277,1.4512562814070349,-181.2285670581707
1.2188442211055277,1.4550251256281403,-181.22710374689606
1.2188442211055277,1.4587939698492458,-181.2256494151424
1.2188442211055277,1.4625628140703513,-181.2242046163263
1.2188442211055277,1.466331658291457,-181.22276988624873
1.2188442211055277,1.4701005025125624,-181.221345743095
1.2188442211055277,1.473869346733668,-181.21993268743492
1.2188442211055277,1.4776381909547736,-181.21853120222258
1.2188442211055277,1.481407035175879,-181.21714175279635
1.2188442211055277,1.4851758793969845,-181.21576478687916
1.2188442211055277,1.48894472361809,-181.21440073457828
1.2188442211055277,1.4927135678391956,-181.2130500083851
1.2188442211055277,1.496482412060301,-181.2117130031757
1.2188442211055277,1.5002512562814068,-181.2103900962104
1.2188442211055277,1.5040201005025122,-181.20908164713387
1.2188442211055277,1.5077889447236177,-181.2077879979752
1.2188442211055277,1.5115577889447231,-181.20650947314778
1.2188442211055277,1.5153266331658286,-181.20524637944948
1.2188442211055277,1.5190954773869343,-181.20399900606242
1.2188442211055277,1.5228643216080398,-181.20276762455322
1.2188442211055277,1.5266331658291454,-181.20155248887272
1.2188442211055277,1.530402010050251,-181.20035383535622
1.2188442211055277,1.5341708542713564,-181.19917188272345
1.2188442211055277,1.5379396984924618,-181.19800683207842
1.2188442211055277,1.5417085427135673,-181.1968588669095
1.2188442211055277,1.545477386934673,-181.19572815308953
1.2188442211055277,1.5492462311557786,-181.19461483887562
1.2188442211055277,1.553015075376884,-181.19351905490927
1.2188442211055277,1.5567839195979896,-181.19244091421646
1.2188442211055277,1.560552763819095,-181.19138051220742
1.2188442211055277,1.5643216080402005,-181.1903379266766
1.2188442211055277,1.568090452261306,-181.1893132178033
1.2188442211055277,1.5718592964824116,-181.18830642815064
1.2188442211055277,1.5756281407035173,-181.18731758266654
1.2188442211055277,1.5793969849246228,-181.18634668868302
1.2188442211055277,1.5831658291457282,-181.1853937359167
1.2188442211055277,1.5869346733668337,-181.1844586964683
1.2188442211055277,1.5907035175879392,-181.1835415248231
1.2188442211055277,1.5944723618090448,-181.1826421578507
1.2188442211055277,1.5982412060301503,-181.18176051480512
1.2188442211055277,1.602010050251256,-181.18089649732465
1.2188442211055277,1.6057788944723614,-181.18004998943206
1.2188442211055277,1.609547738693467,-181.17922085753435
1.2188442211055277,1.6133165829145724,-181.1784089504231
1.2188442211055277,1.6170854271356778,-181.177614099274
1.2188442211055277,1.6208542713567835,-181.17683611764744
1.2188442211055277,1.624623115577889,-181.1760748014878
1.2188442211055277,1.6283919597989946,-181.17532992912408
1.2188442211055277,1.6321608040201,-181.17460126126971
1.2188442211055277,1.6359296482412056,-181.17388854102222
1.2188442211055277,1.639698492462311,-181.1731914938638
1.2188442211055277,1.6434673366834165,-181.17250982766078
1.2188442211055277,1.6472361809045222,-181.17184323266406
1.2188442211055277,1.6510050251256276,-181.17119138150866
1.2188442211055277,1.6547738693467333,-181.17055392921426
1.2188442211055277,1.6585427135678388,-181.16993051318477
1.2188442211055277,1.6623115577889442,-181.1693207532084
1.2188442211055277,1.6660804020100497,-181.1687242514578
1.2188442211055277,1.6698492462311552,-181.16814059249015
1.2188442211055277,1.6736180904522608,-181.16756934324664
1.2188442211055277,1.6773869346733663,-181.1670100530531
1.2188442211055277,1.681155778894472,-181.1664622536198
1.2188442211055277,1.6849246231155774,-181.1659254590412
1.2188442211055277,1.688693467336683,-181.16539916579606
1.2188442211055277,1.6924623115577884,-181.1648828527478
1.2188442211055277,1.6962311557788938,-181.16437598114396
1.2188442211055277,1.6999999999999995,-181.1638779946165
1.2256281407035177,0.95,-181.04122242181737
1.2256281407035177,0.9537688442211055,-181.0505662737179
1.2256281407035177,0.957537688442211,-181.05968834870234
1.2256281407035177,0.9613065326633166,-181.0685915435042
1.2256281407035177,0.965075376884422,-181.07727873724158
1.2256281407035177,0.9688442211055276,-181.08575279141678
1.2256281407035177,0.9726130653266332,-181.09401654991643
1.2256281407035177,0.9763819095477386,-181.1020728390117
1.2256281407035177,0.9801507537688442,-181.10992446735784
1.2256281407035177,0.9839195979899497,-181.11757422599487
1.2256281407035177,0.9876884422110552,-181.12502488834699
1.2256281407035177,0.9914572864321607,-181.13227921022252
1.2256281407035177,0.9952261306532663,-181.13933992981453
1.2256281407035177,0.9989949748743718,-181.14620976770044
1.2256281407035177,1.0027638190954773,-181.15289142684176
1.2256281407035177,1.0065326633165828,-181.15938759258458
1.2256281407035177,1.0103015075376884,-181.1657009326593
1.2256281407035177,1.014070351758794,-181.17183409718066
1.2256281407035177,1.0178391959798994,-181.17778971864783
1.2256281407035177,1.0216080402010048,-181.18357041194443
1.2256281407035177,1.0253768844221105,-181.1891787743383
1.2256281407035177,1.029145728643216,-181.19461738548168
1.2256281407035177,1.0329145728643214,-181.19988880741116
1.2256281407035177,1.036683417085427,-181.20499558454796
1.2256281407035177,1.0404522613065326,-181.20994024369722
1.2256281407035177,1.044221105527638,-181.2147252940488
1.2256281407035177,1.0479899497487437,-181.21935322717684
1.2256281407035177,1.0517587939698492,-181.22382651703984
1.2256281407035177,1.0555276381909546,-181.2281476199806
1.2256281407035177,1.05929648241206,-181.2323189747264
1.2256281407035177,1.0630653266331658,-181.23634300238885
1.2256281407035177,1.0668341708542712,-181.24022210646393
1.2256281407035177,1.0706030150753767,-181.24395867283198
1.2256281407035177,1.0743718592964824,-181.24755506975777
1.2256281407035177,1.0781407035175878,-181.25101364789032
1.2256281407035177,1.0819095477386933,-181.25433674026317
1.2256281407035177,1.085678391959799,-181.25752666229405
1.2256281407035177,1.0894472361809044,-181.2605857117852
1.2256281407035177,1.09321608040201,-181.2635161689233
1.2256281407035177,1.0969849246231154,-181.26632029627928
1.2256281407035177,1.100753768844221,-181.2690003388083
1.2256281407035177,1.1045226130653265,-181.27155852385022
1.2256281407035177,1.108291457286432,-181.27399706112908
1.2256281407035177,1.1120603015075377,-181.27631814275327
1.2256281407035177,1.1158291457286431,-181.27852394321556
1.2256281407035177,1.1195979899497486,-181.28061661939324
1.2256281407035177,1.123366834170854,-181.2825983105478
1.2256281407035177,1.1271356783919597,-181.2844711383251
1.2256281407035177,1.1309045226130652,-181.28623720675546
1.2256281407035177,1.1346733668341706,-181.2878986022537
1.2256281407035177,1.1384422110552763,-181.2894573936186
1.2256281407035177,1.1422110552763818,-181.29091563203372
1.2256281407035177,1.1459798994974872,-181.29227535106682
1.2256281407035177,1.1497487437185927,-181.29353856666998
1.2256281407035177,1.1535175879396984,-181.29470727717984
1.2256281407035177,1.1572864321608038,-181.29578346331718
1.2256281407035177,1.1610552763819093,-181.29676908818726
1.2256281407035177,1.164824120603015,-181.29766609727983
1.2256281407035177,1.1685929648241205,-181.2984764184687
1.2256281407035177,1.172361809045226,-181.29920196201243
1.2256281407035177,1.1761306532663314,-181.29984462055378
1.2256281407035177,1.179899497487437,-181.30040626911966
1.2256281407035177,1.1836683417085425,-181.30088876512173
1.2256281407035177,1.187437185929648,-181.30129394835578
1.2256281407035177,1.1912060301507537,-181.301623641002
1.2256281407035177,1.1949748743718591,-181.30187964762516
1.2256281407035177,1.1987437185929646,-181.30206375517403
1.2256281407035177,1.20251256281407,-181.3021777329821
1.2256281407035177,1.2062814070351757,-181.30222333276697
1.2256281407035177,1.2100502512562812,-181.30220228863084
1.2256281407035177,1.2138190954773866,-181.3021163170601
1.2256281407035177,1.2175879396984923,-181.3019671169256
1.2256281407035177,1.2213567839195978,-181.30175636948258
1.2256281407035177,1.2251256281407032,-181.3014857383705
1.2256281407035177,1.2288944723618087,-181.30115686961332
1.2256281407035177,1.2326633165829144,-181.3007713916195
1.2256281407035177,1.2364321608040199,-181.3003309151816
1.2256281407035177,1.2402010050251255,-181.29983703347668
1.2256281407035177,1.243969849246231,-181.29929132206627
1.2256281407035177,1.2477386934673365,-181.29869533889598
1.2256281407035177,1.251507537688442,-181.29805062429614
1.2256281407035177,1.2552763819095474,-181.29735870098122
1.2256281407035177,1.259045226130653,-181.2966210740502
1.2256281407035177,1.2628140703517585,-181.2958392309863
1.2256281407035177,1.2665829145728642,-181.29501464165716
1.2256281407035177,1.2703517587939697,-181.29414875831483
1.2256281407035177,1.2741206030150751,-181.2932430155958
1.2256281407035177,1.2778894472361806,-181.29229883052065
1.2256281407035177,1.281658291457286,-181.2913176024947
1.2256281407035177,1.2854271356783917,-181.2903007133074
1.2256281407035177,1.2891959798994972,-181.28924952713248
1.2256281407035177,1.2929648241206029,-181.28816539052846
1.2256281407035177,1.2967336683417083,-181.28704963243777
1.2256281407035177,1.3005025125628138,-181.2859035641876
1.2256281407035177,1.3042713567839193,-181.28472847948902
1.2256281407035177,1.308040201005025,-181.283525654438
1.2256281407035177,1.3118090452261304,-181.28229634751463
1.2256281407035177,1.3155778894472359,-181.2810417995833
1.2256281407035177,1.3193467336683415,-181.27976323389285
1.2256281407035177,1.323115577889447,-181.2784618560767
1.2256281407035177,1.3268844221105525,-181.27713885415218
1.2256281407035177,1.330653266331658,-181.27579539852147
1.2256281407035177,1.3344221105527636,-181.27443264197075
1.2256281407035177,1.338190954773869,-181.2730517196708
1.2256281407035177,1.3419597989949745,-181.27165374917672
1.2256281407035177,1.3457286432160802,-181.27023983042798
1.2256281407035177,1.3494974874371857,-181.2688110457483
1.2256281407035177,1.3532663316582911,-181.26736845984598
1.2256281407035177,1.3570351758793966,-181.26591311981346
1.2256281407035177,1.3608040201005023,-181.2644460551278
1.2256281407035177,1.3645728643216077,-181.26296827765023
1.2256281407035177,1.3683417085427132,-181.26148078162646
1.2256281407035177,1.3721105527638189,-181.25998454368656
1.2256281407035177,1.3758793969849243,-181.25848052284488
1.2256281407035177,1.3796482412060298,-181.25696966050035
1.2256281407035177,1.3834170854271353,-181.2554528804359
1.2256281407035177,1.387185929648241,-181.2539310888193
1.2256281407035177,1.3909547738693464,-181.25240517420232
1.2256281407035177,1.3947236180904519,-181.25087600752133
1.2256281407035177,1.3984924623115575,-181.2493444420968
1.2256281407035177,1.402261306532663,-181.24781131363397
1.2256281407035177,1.4060301507537685,-181.24627744022206
1.2256281407035177,1.409798994974874,-181.244743622335
1.2256281407035177,1.4135678391959796,-181.24321064283075
1.2256281407035177,1.417336683417085,-181.24167926695185
1.2256281407035177,1.4211055276381908,-181.2401502423253
1.2256281407035177,1.4248743718592962,-181.23862429896224
1.2256281407035177,1.4286432160804017,-181.2371021492583
1.2256281407035177,1.4324120603015071,-181.23558448799344
1.2256281407035177,1.4361809045226126,-181.23407199233208
1.2256281407035177,1.4399497487437183,-181.2325653218229
1.2256281407035177,1.4437185929648237,-181.231065118399
1.2256281407035177,1.4474874371859294,-181.22957200637796
1.2256281407035177,1.4512562814070349,-181.22808659246155
1.2256281407035177,1.4550251256281403,-181.2266094657359
1.2256281407035177,1.4587939698492458,-181.22514119767172
1.2256281407035177,1.4625628140703513,-181.22368234212396
1.2256281407035177,1.466331658291457,-181.22223343533187
1.2256281407035177,1.4701005025125624,-181.22079499591916
1.2256281407035177,1.473869346733668,-181.21936752489395
1.2256281407035177,1.4776381909547736,-181.21795150564873
1.2256281407035177,1.481407035175879,-181.21654740396022
1.2256281407035177,1.4851758793969845,-181.21515566798968
1.2256281407035177,1.48894472361809,-181.21377672828265
1.2256281407035177,1.4927135678391956,-181.2124109977689
1.2256281407035177,1.496482412060301,-181.21105887176293
1.2256281407035177,1.5002512562814068,-181.2097207279634
1.2256281407035177,1.5040201005025122,-181.20839692645328
1.2256281407035177,1.5077889447236177,-181.20708780969994
1.2256281407035177,1.5115577889447231,-181.20579370255524
1.2256281407035177,1.5153266331658286,-181.2045149122554
1.2256281407035177,1.5190954773869343,-181.20325172842087
1.2256281407035177,1.5228643216080398,-181.20200442305645
1.2256281407035177,1.5266331658291454,-181.20077325055152
1.2256281407035177,1.530402010050251,-181.19955844767975
1.2256281407035177,1.5341708542713564,-181.19836023359906
1.2256281407035177,1.5379396984924618,-181.19717880985195
1.2256281407035177,1.5417085427135673,-181.19601436036498
1.2256281407035177,1.545477386934673,-181.19486705144948
1.2256281407035177,1.5492462311557786,-181.1937370318009
1.2256281407035177,1.553015075376884,-181.19262443249903
1.2256281407035177,1.5567839195979896,-181.19152936700814
1.2256281407035177,1.560552763819095,-181.19045193117688
1.2256281407035177,1.5643216080402005,-181.18939220323816
1.2256281407035177,1.568090452261306,-181.1883502438094
1.2256281407035177,1.5718592964824116,-181.18732609589227
1.2256281407035177,1.5756281407035173,-181.18631978487286
1.2256281407035177,1.5793969849246228,-181.18533131852172
1.2256281407035177,1.5831658291457282,-181.18436068699367
1.2256281407035177,1.5869346733668337,-181.18340786282792
1.2256281407035177,1.5907035175879392,-181.1824728009479
1.2256281407035177,1.5944723618090448,-181.18155543866166
1.2256281407035177,1.5982412060301503,-181.18065569566167
1.2256281407035177,1.602010050251256,-181.1797734740244
1.2256281407035177,1.6057788944723614,-181.178908658211
1.2256281407035177,1.609547738693467,-181.17806111506692
1.2256281407035177,1.6133165829145724,-181.177230693822
1.2256281407035177,1.6170854271356778,-181.17641722609036
1.2256281407035177,1.6208542713567835,-181.17562052587058
1.2256281407035177,1.624623115577889,-181.17484038954552
1.2256281407035177,1.6283919597989946,-181.17407659588255
1.2256281407035177,1.6321608040201,-181.1733289060333
1.2256281407035177,1.6359296482412056,-181.1725970635338
1.2256281407035177,1.639698492462311,-181.17188079430449
1.2256281407035177,1.6434673366834165,-181.1711798066501
1.2256281407035177,1.6472361809045222,-181.17049379125982
1.2256281407035177,1.6510050251256276,-181.16982242120707
