angle,polynomial,linear
117.29323308270676,-181.12907137470566,-181.12658243610053
117.5187969924812,-181.13048833791782,-181.12797427338037
117.74436090225564,-181.13185936306124,-181.12936611066024
117.96992481203007,-181.13318459081384,-181.1307579479401
118.19548872180451,-181.13446464289666,-181.13214978521995
118.42105263157895,-181.13570059063554,-181.13354162249982
118.64661654135338,-181.1368939201074,-181.13493345977966
118.87218045112782,-181.13804649444592,-181.13632529705953
119.09774436090225,-181.13916051387767,-181.1377171343394
119.32330827067669,-181.14023847405105,-181.13910897161924
119.54887218045113,-181.141283123205,-181.1405008088991
119.77443609022556,-181.1422974187061,-181.14189264617895
120.0,-181.14328448345867,-181.1432844834588
120.22556390977444,-181.14424756266627,-181.14423069087013
120.45112781954887,-181.1451899813922,-181.14517689828145
120.67669172932331,-181.14611510333398,-181.1461231056928
120.90225563909775,-181.14702629119137,-181.1470693131041
121.12781954887218,-181.1479268689714,-181.14801552051543
121.35338345864662,-181.14882008653424,-181.14896172792675
121.57894736842105,-181.14970908664577,-181.1499079353381
121.80451127819549,-181.15059687476284,-181.1508541427494
122.03007518796991,-181.15148629173657,-181.15180035016073
122.25563909774436,-181.1523799895813,-181.15274655757204
122.48120300751879,-181.15328041041624,-181.1536927649834
122.70676691729324,-181.1541897686501,-181.1546389723947
122.93233082706766,-181.1551100364422,-181.15558517980602
123.15789473684211,-181.15604293243854,-181.15653138721734
123.38345864661653,-181.15698991374742,-181.15747759462866
123.60902255639098,-181.15795217108897,-181.15842380204
123.8345864661654,-181.15893062702295,-181.15937000945132
124.06015037593986,-181.15992593713287,-181.16031621686264
124.28571428571428,-181.16093849401972,-181.16126242427396
124.51127819548873,-181.1619684339376,-181.1622086316853
124.73684210526315,-181.1630156458834,-181.16315483909662
124.9624060150376,-181.16407978293714,-181.16410104650794
125.18796992481202,-181.16516027563506,-181.16521089361095
125.41353383458647,-181.1662563471478,-181.16635346865226
125.6390977443609,-181.1673670300258,-181.16749604369357
125.86466165413535,-181.16849118427038,-181.16863861873492
126.09022556390977,-181.16962751648444,-181.16978119377623
126.3157894736842,-181.17077459985686,-181.17092376881757
126.54135338345864,-181.1719308947363,-181.1720663438589
126.76691729323308,-181.17309476955447,-181.17320891890023
126.99248120300751,-181.17426452186416,-181.17435149394154
127.21804511278195,-181.1754383992676,-181.17549406898289
127.44360902255639,-181.17661462001843,-181.1766366440242
127.66917293233082,-181.17779139309445,-181.17777921906554
127.89473684210526,-181.17896693755011,-181.17892179410686
128.1203007518797,-181.18013950097352,-181.1800643691482
128.34586466165413,-181.18130737688762,-181.1812069441895
128.57142857142856,-181.1824689209526,-181.18234951923083
128.796992481203,-181.18362256584413,-181.18349209427217
129.02255639097746,-181.1847668346993,-181.18463466931348
129.24812030075188,-181.18590035304248,-181.18577724435482
129.4736842105263,-181.18702185911977,-181.18691981939614
129.69924812030075,-181.18813021259191,-181.18806239443748
129.9248120300752,-181.18922440155225,-181.1892049694788
130.15037593984962,-181.19030354785596,-181.19018996125922
130.37593984962405,-181.19136691076437,-181.1910961614092
130.6015037593985,-181.19241388892527,-181.1920023615592
130.82706766917295,-181.19344402072693,-181.19290856170917
131.05263157894737,-181.19445698307962,-181.19381476185913
131.2781954887218,-181.1954525886921,-181.19472096200911
131.50375939849624,-181.19643078192556,-181.1956271621591
131.72932330827066,-181.19739163331857,-181.19653336230908
131.95488721804512,-181.19833533288866,-181.19743956245907
132.18045112781954,-181.1992621823254,-181.19834576260902
132.406015037594,-181.20017258619865,-181.199251962759
132.6315789473684,-181.20106704231188,-181.200158162909
132.85714285714286,-181.20194613133677,-181.20106436305898
133.08270676691728,-181.20281050586868,-181.20197056320896
133.30827067669173,-181.20366087904463,-181.20287676335892
133.53383458646616,-181.20449801286762,-181.2037829635089
133.7593984962406,-181.20532270637918,-181.20468916365888
133.98496240601503,-181.20613578382105,-181.20559536380887
134.21052631578948,-181.20693808292305,-181.20650156395885
134.4360902255639,-181.2077304434497,-181.2074077641088
134.66165413533835,-181.2085136961321,-181.2083139642588
134.88721804511277,-181.2092886521047,-181.20922016440878
135.11278195488723,-181.21005609295807,-181.21003332568606
135.33834586466165,-181.21081676150956,-181.21075344809063
135.5639097744361,-181.21157135338407,-181.21147357049523
135.78947368421052,-181.21232050948558,-181.2121936928998
136.01503759398497,-181.21306480942917,-181.21291381530438
136.2406015037594,-181.2138047659906,-181.21363393770898
136.46616541353382,-181.2145408206185,-181.21435406011355
136.69172932330827,-181.21527334004057,-181.21507418251812
136.91729323308272,-181.21600261398342,-181.21579430492272
137.14285714285714,-181.2167288540112,-181.2165144273273
137.36842105263156,-181.21745219347633,-181.21723454973187
137.593984962406,-181.21817268856225,-181.21795467213647
137.81954887218046,-181.2188903203857,-181.21867479454104
138.04511278195488,-181.21960499811473,-181.21939491694562
138.2706766917293,-181.220316563046,-181.22011503935022
138.49624060150376,-181.22102479357565,-181.2208351617548
138.7218045112782,-181.22172941098677,-181.22155528415936
138.94736842105263,-181.22243008596854,-181.22227540656397
139.17293233082705,-181.22312644577306,-181.22299552896854
139.3984962406015,-181.22381808191,-181.2237156513731
139.62406015037595,-181.22450455827172,-181.2244357737777
139.84962406015038,-181.22518541957862,-181.2251558961823
140.0751879699248,-181.2258602000296,-181.22582952466988
140.30075187969925,-181.22652843204068,-181.22641016532347
140.5263157894737,-181.22718965495463,-181.2269908059771
140.75187969924812,-181.2278434236033,-181.2275714466307
140.97744360902254,-181.22848931660815,-181.2281520872843
141.203007518797,-181.22912694430545,-181.22873272793788
141.42857142857142,-181.2297559561882,-181.22931336859148
141.65413533834587,-181.2303760477626,-181.2298940092451
141.8796992481203,-181.23098696672218,-181.2304746498987
142.10526315789474,-181.2315885183525,-181.2310552905523
142.33082706766916,-181.23218057008728,-181.2316359312059
142.5563909774436,-181.2327630551467,-181.2322165718595
142.78195488721803,-181.23333597520065,-181.2327972125131
143.00751879699249,-181.23389940201005,-181.2333778531667
143.2330827067669,-181.23445347801305,-181.2339584938203
143.45864661654136,-181.23499841583512,-181.2345391344739
143.68421052631578,-181.23553449671596,-181.23511977512752
143.90977443609023,-181.23606206785993,-181.2357004157811
144.13533834586465,-181.23658153873035,-181.2362810564347
144.3609022556391,-181.2370933763224,-181.2368616970883
144.58646616541353,-181.2375980994634,-181.23744233774192
144.81203007518798,-181.23809627220191,-181.23802297839552
