bond,energy,loo_spline,loo_linear,loo_spline_mha,loo_linear_mha
0.85,-55.332929347212044,nan,nan,nan,nan
0.9249999999999999,-55.43138263046362,0.0016077111132730693,0.029486272159864768,1.6077111132730693,29.486272159864768
0.9999999999999999,-55.47086336939546,-0.0009605291113956582,0.019105594347898602,-0.9605291113956582,19.105594347898602
1.0749999999999997,-55.4721329196315,-4.296431950479018e-05,0.012452293603097075,-0.04296431950479018,12.452293603097075
1.15,-55.448497882661336,-0.0004610917716050267,0.007469885802002807,-0.4610917716050267,7.469885802002807
1.2249999999999996,-55.409923074087175,0.000165668725770729,0.004542178774926242,0.165668725770729,4.542178774926242
1.2999999999999998,-55.362263907963154,-0.00046412457587763356,0.00192690589287281,-0.46412457587763356,1.92690589287281
1.3749999999999996,-55.31075093005339,0.0004717247472996178,0.0007789608564152672,0.4717247472996178,0.7789608564152672
1.4499999999999997,-55.257680030430784,-0.0009505164552621181,-0.001111493170064648,-0.9505164552621181,-1.111493170064648
1.5249999999999995,-55.20683211714831,0.0015909521641361835,8.523875565913386e-05,1.5909521641361835,0.08523875565913386
1.5999999999999996,-55.155813726354516,nan,nan,nan,nan
