bond,spline,linear
0.85,-55.332929347212044,-55.332929347212044
0.850938673341677,-55.33461849598922,-55.33416155351056
0.8518773466833541,-55.3362949114506,-55.33539375980908
0.8528160200250313,-55.337958637902624,-55.3366259661076
0.8537546933667084,-55.33960971965167,-55.337858172406115
0.8546933667083855,-55.34124820100418,-55.33909037870463
0.8556320400500625,-55.34287412626657,-55.34032258500315
0.8565707133917396,-55.34448753974526,-55.34155479130167
0.8575093867334167,-55.34608848574667,-55.342786997600186
0.8584480600750939,-55.3476770085772,-55.3440192038987
0.859386733416771,-55.34925315254328,-55.34525141019722
0.860325406758448,-55.35081696195132,-55.34648361649574
0.8612640801001251,-55.352368481107746,-55.34771582279426
0.8622027534418022,-55.35390775431897,-55.348948029092774
0.8631414267834793,-55.355434825891415,-55.35018023539129
0.8640801001251565,-55.35694974013149,-55.35141244168981
0.8650187734668335,-55.35845254134561,-55.35264464798833
0.8659574468085106,-55.35994327384021,-55.353876854286845
0.8668961201501877,-55.36142198192169,-55.35510906058536
0.8678347934918648,-55.36288870989648,-55.35634126688388
0.8687734668335418,-55.36434350207098,-55.3575734731824
0.869712140175219,-55.36578640275163,-55.358805679480916
0.8706508135168961,-55.36721745624482,-55.360037885779434
0.8715894868585732,-55.36863670685699,-55.36127009207795
0.8725281602002503,-55.37004419889456,-55.36250229837647
0.8734668335419273,-55.37143997666392,-55.36373450467499
0.8744055068836045,-55.37282408447152,-55.364966710973505
0.8753441802252816,-55.37419656662375,-55.36619891727202
0.8762828535669587,-55.37555746742704,-55.36743112357054
0.8772215269086358,-55.37690683118782,-55.36866332986906
0.8781602002503128,-55.378244702212484,-55.369895536167576
0.8790988735919899,-55.379571124807455,-55.37112774246609
0.8800375469336671,-55.380886143279156,-55.37235994876461
0.8809762202753442,-55.382189801934,-55.37359215506313
0.8819148936170212,-55.38348214507841,-55.37482436136165
0.8828535669586983,-55.38476321701881,-55.376056567660164
0.8837922403003754,-55.38603306206159,-55.37728877395868
0.8847309136420525,-55.387291724513204,-55.3785209802572
0.8856695869837297,-55.38853924868004,-55.37975318655572
0.8866082603254067,-55.389775678868524,-55.380985392854235
0.8875469336670838,-55.391001059385076,-55.38221759915275
0.8884856070087609,-55.39221543453611,-55.38344980545127
0.889424280350438,-55.39341884862806,-55.38468201174979
0.8903629536921152,-55.394611345967306,-55.385914218048306
0.8913016270337922,-55.3957929708603,-55.38714642434683
0.8922403003754693,-55.39696376761346,-55.38837863064535
0.8931789737171464,-55.39812378053317,-55.389610836943866
0.8941176470588235,-55.399273053925874,-55.390843043242384
0.8950563204005005,-55.40041163209799,-55.3920752495409
0.8959949937421777,-55.401539559355925,-55.39330745583942
0.8969336670838548,-55.4026568800061,-55.39453966213794
0.8978723404255319,-55.403763638354924,-55.395771868436455
0.898811013767209,-55.404859878708834,-55.39700407473497
0.899749687108886,-55.40594564537423,-55.39823628103349
0.9006883604505631,-55.407020982657535,-55.39946848733201
0.9016270337922403,-55.40808593486517,-55.400700693630526
0.9025657071339174,-55.409140546303554,-55.401932899929044
0.9035043804755944,-55.41018486127909,-55.40316510622756
0.9044430538172715,-55.41121892409821,-55.40439731252608
0.9053817271589486,-55.41224277906731,-55.4056295188246
0.9063204005006258,-55.41325647049285,-55.406861725123115
0.9072590738423029,-55.41426004268121,-55.40809393142163
0.9081977471839799,-55.41525353993881,-55.40932613772015
0.909136420525657,-55.416237006572075,-55.41055834401867
0.9100750938673341,-55.417210486887434,-55.411790550317185
0.9110137672090112,-55.418174025191284,-55.4130227566157
0.9119524405506884,-55.41912766579006,-55.41425496291422
0.9128911138923654,-55.42007145299016,-55.41548716921274
0.9138297872340425,-55.42100543109801,-55.416719375511256
0.9147684605757196,-55.42192964442003,-55.417951581809774
0.9157071339173967,-55.42284413726264,-55.41918378810829
0.9166458072590737,-55.423748953932254,-55.42041599440681
0.9175844806007509,-55.4246441387353,-55.42164820070533
0.918523153942428,-55.42552973597817,-55.422880407003845
0.9194618272841051,-55.4264057899673,-55.42411261330236
0.9204005006257822,-55.427272345009094,-55.42534481960088
0.9213391739674592,-55.428129445409986,-55.4265770258994
0.9222778473091364,-55.42897713547639,-55.427809232197916
0.9232165206508135,-55.429815459514714,-55.429041438496434
0.9241551939924906,-55.43064446183138,-55.43027364479495
0.9250938673341677,-55.4314641867328,-55.431432043153144
0.9260325406758447,-55.43227467852541,-55.43192617004841
0.9269712140175218,-55.4330759815156,-55.432420296943675
0.9279098873591989,-55.43386814000982,-55.432914423838945
0.9288485607008761,-55.43465119831445,-55.433408550734214
0.9297872340425531,-55.43542520073593,-55.433902677629476
0.9307259073842302,-55.436190191580685,-55.434396804524745
0.9316645807259073,-55.4369462151551,-55.434890931420014
0.9326032540675844,-55.43769331576563,-55.43538505831528
0.9335419274092616,-55.43843153771867,-55.435879185210545
0.9344806007509386,-55.43916092532064,-55.436373312105815
0.9354192740926157,-55.43988152287796,-55.436867439001084
0.9363579474342928,-55.44059337469705,-55.437361565896346
0.9372966207759699,-55.441296525084326,-55.437855692791615
0.938235294117647,-55.4419910183462,-55.438349819686884
0.9391739674593241,-55.4426768987891,-55.43884394658215
0.9401126408010012,-55.443354210719434,-55.439338073477415
0.9410513141426783,-55.44402299844362,-55.439832200372685
0.9419899874843554,-55.444683306268075,-55.440326327267954
0.9429286608260324,-55.44533517849922,-55.440820454163216
0.9438673341677095,-55.445978659443476,-55.441314581058485
0.9448060075093867,-55.446613793407245,-55.441808707953754
0.9457446808510638,-55.44724062469696,-55.44230283484902
0.9466833541927409,-55.44785919761903,-55.442796961744286
0.9476220275344179,-55.44846955647988,-55.443291088639555
0.948560700876095,-55.44907174558592,-55.443785215534824
0.9494993742177722,-55.44966580924357,-55.444279342430086
0.9504380475594493,-55.45025179175924,-55.444773469325355
0.9513767209011263,-55.45082973743936,-55.445267596220624
